Decile ID,Decile,Good ID,Good,Expenditures,Expenditures -- margin of error,Share,Share of margin of error,Calculated population size,Average number of persons,Average number of consumer units
,,r029,fresh -- chilled or frozen fish -- of which:,1120,190,0.3,0.1,407550,3.0,2.00
,,r030,codfish,280,70,..,..,407550,3.0,2.00
,,r031,salomonfish,490,120,..,..,407550,3.0,2.00
,,r032,herring,..,..,..,..,407550,3.0,2.00
,,r033,other fish,320,110,..,..,407550,3.0,2.00
,,r034,seafood,520,170,..,..,407550,3.0,2.00
,,r035,caviar -- roes -- other fishproducts,260,60,..,..,407550,3.0,2.00
,,r036,fish and seafood dishes,1170,210,0.3,0.1,407550,3.0,2.00
,,r037,fish and seafood - unspecified,..,..,..,..,407550,3.0,2.00
,,r038,milk -- cheese and eggs,7230,440,2.1,0.2,407550,3.0,2.00
,,r039,milk (fat >=1 --5%),320,60,..,..,407550,3.0,2.00
,,r040,low fat milk (fat <1 --5%),1280,140,..,..,407550,3.0,2.00
,,r041,preserved milk,40,30,..,..,407550,3.0,2.00
,,r042,yoghurt and sour milk,1250,130,..,..,407550,3.0,2.00
,,r043,cream -- sour cream (fat>=29%),350,50,..,..,407550,3.0,2.00
,,r044,cream -- sour cream (fat<29%),510,70,..,..,407550,3.0,2.00
,,r045,cheese (fat >=17%),1720,170,0.5,0.1,407550,3.0,2.00
,,r046,cheese (fat <17%),1180,200,0.4,0.1,407550,3.0,2.00
,,r047,eggs,530,60,..,..,407550,3.0,2.00
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,407550,3.0,2.00
,,r049,oils and fats,980,90,..,..,407550,3.0,2.00
,,r050,butter,330,50,..,..,407550,3.0,2.00
,,r051,margarine (fat>=40%),270,40,..,..,407550,3.0,2.00
,,r052,margarine (fat<40%),160,30,..,..,407550,3.0,2.00
,,r053,olive oil -- cooking oil -- mayonnaise,210,50,..,..,407550,3.0,2.00
,,r054,fruit and berries,3570,310,1.0,0.1,407550,3.0,2.00
,,r055,apples,530,80,..,..,407550,3.0,2.00
,,r056,pears,150,30,..,..,407550,3.0,2.00
,,r057,bananas,570,70,..,..,407550,3.0,2.00
,,r058,citrus fruits,530,90,..,..,407550,3.0,2.00
,,r059,other fresh fruit,470,80,..,..,407550,3.0,2.00
,,r060,dried fruit,630,120,..,..,407550,3.0,2.00
,,r061,berries,480,90,..,..,407550,3.0,2.00
,,r062,preserved fruit and fruit based products,120,30,..,..,407550,3.0,2.00
,,r063,others fruit and berries,80,30,..,..,407550,3.0,2.00
,,r064,vegetables,4960,370,1.4,0.1,407550,3.0,2.00
,,r065,leaf and stem vegetables,590,80,..,..,407550,3.0,2.00
,,r066,cabbages -- fresh,210,40,..,..,407550,3.0,2.00
,,r067,vegetables cultivated for their fruit -- fresh ,1720,160,0.5,0.1,407550,3.0,2.00
,,r068,onion -- leek -- fresh,270,40,..,..,407550,3.0,2.00
,,r069,mashrooms -- fresh,80,20,..,..,407550,3.0,2.00
,,r070,soups -- vegetabledishes,780,100,..,..,407550,3.0,2.00
,,r071,root crops,240,40,..,..,407550,3.0,2.00
,,r072,potatoes,520,60,..,..,407550,3.0,2.00
,,r073,products of potatoes (french fries -- mashed potatoes),500,80,..,..,407550,3.0,2.00
,,r074,vegetables - unspecified,70,30,..,..,407550,3.0,2.00
,,r075,sugar and sweets,4260,350,1.2,0.1,407550,3.0,2.00
,,r076,sugar -- jam -- honey -- chocolate and confectionery,190,50,..,..,407550,3.0,2.00
,,r077,jams -- marmelade,220,40,..,..,407550,3.0,2.00
,,r078,ice cream,910,130,..,..,407550,3.0,2.00
,,r079,other suger products,2950,270,0.8,0.1,407550,3.0,2.00
,,r080,sauces -- condiments,800,100,..,..,407550,3.0,2.00
,,r081,salt -- spices and culinary herbs,470,80,..,..,407550,3.0,2.00
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,380,80,..,..,407550,3.0,2.00
,,r083,snacks,530,80,..,..,407550,3.0,2.00
,,r084,unspec provisions,1670,1030,0.4,0.2,407550,3.0,2.00
,,r085,non alcoholic beverages,3290,290,0.9,0.1,407550,3.0,2.00
,,r086,fruit- and vegetable juices,730,120,..,..,407550,3.0,2.00
,,r087,soft drinks,1370,180,..,..,407550,3.0,2.00
,,r088,mineral or spring waters,290,50,..,..,407550,3.0,2.00
,,r089,coffee,710,120,..,..,407550,3.0,2.00
,,r090,tee,150,40,..,..,407550,3.0,2.00
,,r091,cacao,50,20,..,..,407550,3.0,2.00
,,r092,dinner out,15340,1990,4.0,0.6,407550,3.0,2.00
,,r093,alcoholic beverages (with low-strength beer),5410,950,1.4,0.2,407550,3.0,2.00
,,r094,tobacco ,1930,450,0.5,0.1,407550,3.0,2.00
,,r095,consumer goods,7980,1010,2.1,0.2,407550,3.0,2.00
,,r096,personal hygiene,5070,860,1.3,0.2,407550,3.0,2.00
,,r097,other consumption purposes,2900,320,0.8,0.1,407550,3.0,2.00
,,r098,domestic services,13900,2080,3.5,0.5,407550,3.0,2.00
,,r099,childminding,3610,660,0.9,0.2,407550,3.0,2.00
,,r100,charge of skill -- other insurance,2700,350,0.7,0.1,407550,3.0,2.00
,,r101,other services,7590,1860,1.8,0.4,407550,3.0,2.00
,,r102,clothing and footwear,20340,3400,4.9,0.7,407550,3.0,2.00
,,r103,clothing,16450,3010,3.9,0.6,407550,3.0,2.00
,,r104, outdoor clothes,3580,1370,0.8,0.3,407550,3.0,2.00
,,r105,other clothes,9440,2310,2.2,0.4,407550,3.0,2.00
,,r106,underwear,1490,340,0.4,0.1,407550,3.0,2.00
,,r107,accessoarer -- hats -- caps -- gloves etc.,740,220,0.2,0.1,407550,3.0,2.00
,,r108,footwear,3660,1160,1.0,0.4,407550,3.0,2.00
,,r109,housing,84580,4860,24.6,2.3,407550,3.0,2.00
,,r110,actual rentals for housing (incl. garage),22030,4200,7.1,1.7,407550,3.0,2.00
,,r111,reparations,7940,2950,2.0,0.7,407550,3.0,2.00
,,r112,householder´s comprehensive insurance,2740,250,0.8,0.1,407550,3.0,2.00
,,r113,services associates with housing ,6550,860,1.9,0.3,407550,3.0,2.00
,,r114,electicity -- gas and other fuels ,13020,1130,3.9,0.5,407550,3.0,2.00
,,r115,interests (gross),25680,3070,7.0,1.2,407550,3.0,2.00
,,r116,furnishings -- household equipment and routine maintenance of the house,25500,4610,6.3,1.0,407550,3.0,2.00
,,r117,furniture and furnishings -- carpets and other floor coverings,9520,1520,2.4,0.4,407550,3.0,2.00
,,r118,textile,3480,2840,0.7,0.5,407550,3.0,2.00
,,r119,household applience,12500,2670,3.2,0.6,407550,3.0,2.00
,,r120,health and hospital services,10230,2250,2.6,0.6,407550,3.0,2.00
,,r121,transport,69290,9630,16.1,2.8,407550,3.0,2.00
,,r122,purchase of new motor-cars,22310,7630,3.6,2.6,407550,3.0,2.00
,,r123,purchase of other vehicles,5740,2430,1.4,0.7,407550,3.0,2.00
,,r124,operation of motor-cars,32870,3290,8.8,0.8,407550,3.0,2.00
,,r125,interests (motorcars - gross) -- licence duty,2790,390,0.8,0.1,407550,3.0,2.00
,,r126,operation of other vehicles,1430,570,0.5,0.3,407550,3.0,2.00
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),120,80,..,..,407550,3.0,2.00
,,r128,services of transport,4020,1070,1.1,0.3,407550,3.0,2.00
,,r129,leisure time and culture,74980,6660,19.6,1.3,407550,3.0,2.00
,,r130,weekend cottage,4730,1250,1.3,0.3,407550,3.0,2.00
,,r131,radio and tv,5240,930,1.3,0.2,407550,3.0,2.00
,,r132,sport and hobby,8820,2050,2.2,0.5,407550,3.0,2.00
,,r133,watch -- camera -- photographic and cinematographic equipment,3080,2360,0.6,0.3,407550,3.0,2.00
,,r134,holidays -- hotels,18810,2910,5.1,1.0,407550,3.0,2.00
,,r135,other spare time,12890,3470,3.1,0.6,407550,3.0,2.00
,,r136,entertainment,1800,650,0.4,0.1,407550,3.0,2.00
,,r137,books -- newspapers -- television taxes,12170,1130,3.3,0.3,407550,3.0,2.00
,,r138,mobiltelephone (callcharge and subscription fee),3370,480,1.0,0.2,407550,3.0,2.00
,,r139,telephone (callcharge and subscription fee),4080,270,1.2,0.1,407550,3.0,2.00
D10,decil 10,r001,total expenditures,460830,32390,100.0,0.0,406760,3.1,2.05
,,r002,food,47370,2400,11.3,0.7,406760,3.1,2.05
,,r003,bread and cereals,7130,510,1.7,0.2,406760,3.1,2.05
,,r004,rice and products of rice -- of which:,240,50,..,..,406760,3.1,2.05
,,r005,rice,120,30,..,..,406760,3.1,2.05
,,r006,products of rice,110,30,..,..,406760,3.1,2.05
,,r007,pasta products,490,70,..,..,406760,3.1,2.05
,,r008,flour -- grain,1120,180,..,..,406760,3.1,2.05
,,r009,bread -- of which:,3160,220,0.8,0.1,406760,3.1,2.05
,,r010,hard bread,440,60,..,..,406760,3.1,2.05
,,r011,soft white bread,650,90,..,..,406760,3.1,2.05
,,r012,soft brown bread,670,80,..,..,406760,3.1,2.05
,,r013,soft light bread,810,100,..,..,406760,3.1,2.05
,,r014,bread unspecified,600,120,..,..,406760,3.1,2.05
,,r015,pastry-cook products,2130,270,0.5,0.1,406760,3.1,2.05
,,r016,meat,10010,760,2.4,0.2,406760,3.1,2.05
,,r017,fresh -- chilled or frozen meat of bovine animals,1810,310,0.4,0.1,406760,3.1,2.05
,,r018,fresh -- chilled or frozen meat of pig,1710,240,0.4,0.1,406760,3.1,2.05
,,r019,fresh -- chilled or frozen meat of sheep and goat,530,250,..,..,406760,3.1,2.05
,,r020,fresh -- chilled or frozen meat of poultry,1330,230,0.3,0.1,406760,3.1,2.05
,,r021,dried -- salted or smoked meat and edible meat offal,30,20,..,..,406760,3.1,2.05
,,r022,dried -- salted or smoked meat of pig,1900,200,0.5,0.1,406760,3.1,2.05
,,r023,dried -- salted or smoked other meats,360,90,..,..,406760,3.1,2.05
,,r024,meat -- sausages and meat of sandwiches,1350,190,0.4,0.1,406760,3.1,2.05
,,r025,pastry -- cured meats and provisions,420,80,..,..,406760,3.1,2.05
,,r026,meatdishes,390,110,..,..,406760,3.1,2.05
,,r027,meat - unspecified,180,100,..,..,406760,3.1,2.05
,,r028,fish,3180,400,0.8,0.1,406760,3.1,2.05
,,r029,fresh -- chilled or frozen fish -- of which:,1330,240,0.3,0.1,406760,3.1,2.05
,,r030,codfish,230,70,..,..,406760,3.1,2.05
,,r031,salomonfish,630,140,..,..,406760,3.1,2.05
,,r032,herring,..,..,..,..,406760,3.1,2.05
,,r033,other fish,350,160,..,..,406760,3.1,2.05
,,r034,seafood,550,170,..,..,406760,3.1,2.05
,,r035,caviar -- roes -- other fishproducts,240,50,..,..,406760,3.1,2.05
,,r036,fish and seafood dishes,1040,180,0.3,0.1,406760,3.1,2.05
,,r037,fish and seafood - unspecified,110,90,..,..,406760,3.1,2.05
,,r038,milk -- cheese and eggs,7310,410,1.8,0.1,406760,3.1,2.05
,,r039,milk (fat >=1 --5%),340,70,..,..,406760,3.1,2.05
,,r040,low fat milk (fat <1 --5%),1200,110,..,..,406760,3.1,2.05
,,r041,preserved milk,20,10,..,..,406760,3.1,2.05
,,r042,yoghurt and sour milk,1360,130,..,..,406760,3.1,2.05
,,r043,cream -- sour cream (fat>=29%),370,60,..,..,406760,3.1,2.05
,,r044,cream -- sour cream (fat<29%),490,60,..,..,406760,3.1,2.05
,,r045,cheese (fat >=17%),1930,200,0.5,0.1,406760,3.1,2.05
,,r046,cheese (fat <17%),960,130,..,..,406760,3.1,2.05
,,r047,eggs,620,60,..,..,406760,3.1,2.05
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,406760,3.1,2.05
,,r049,oils and fats,1060,120,..,..,406760,3.1,2.05
,,r050,butter,330,60,..,..,406760,3.1,2.05
,,r051,margarine (fat>=40%),250,50,..,..,406760,3.1,2.05
,,r052,margarine (fat<40%),130,30,..,..,406760,3.1,2.05
,,r053,olive oil -- cooking oil -- mayonnaise,340,90,..,..,406760,3.1,2.05
,,r054,fruit and berries,4270,380,1.0,0.1,406760,3.1,2.05
,,r055,apples,540,70,..,..,406760,3.1,2.05
,,r056,pears,140,30,..,..,406760,3.1,2.05
,,r057,bananas,620,70,..,..,406760,3.1,2.05
,,r058,citrus fruits,800,160,..,..,406760,3.1,2.05
,,r059,other fresh fruit,470,90,..,..,406760,3.1,2.05
,,r060,dried fruit,800,160,..,..,406760,3.1,2.05
,,r061,berries,610,110,..,..,406760,3.1,2.05
,,r062,preserved fruit and fruit based products,170,50,..,..,406760,3.1,2.05
,,r063,others fruit and berries,120,50,..,..,406760,3.1,2.05
,,r064,vegetables,5390,380,1.3,0.1,406760,3.1,2.05
,,r065,leaf and stem vegetables,690,80,..,..,406760,3.1,2.05
,,r066,cabbages -- fresh,230,50,..,..,406760,3.1,2.05
,,r067,vegetables cultivated for their fruit -- fresh ,1940,170,..,..,406760,3.1,2.05
,,r068,onion -- leek -- fresh,350,50,..,..,406760,3.1,2.05
,,r069,mashrooms -- fresh,100,30,..,..,406760,3.1,2.05
,,r070,soups -- vegetabledishes,660,90,..,..,406760,3.1,2.05
,,r071,root crops,320,50,..,..,406760,3.1,2.05
,,r072,potatoes,560,70,..,..,406760,3.1,2.05
,,r073,products of potatoes (french fries -- mashed potatoes),360,70,..,..,406760,3.1,2.05
,,r074,vegetables - unspecified,190,90,..,..,406760,3.1,2.05
,,r075,sugar and sweets,4420,370,1.0,0.1,406760,3.1,2.05
,,r076,sugar -- jam -- honey -- chocolate and confectionery,250,50,..,..,406760,3.1,2.05
,,r077,jams -- marmelade,280,50,..,..,406760,3.1,2.05
,,r078,ice cream,920,130,..,..,406760,3.1,2.05
,,r079,other suger products,2970,300,0.7,0.1,406760,3.1,2.05
,,r080,sauces -- condiments,760,90,..,..,406760,3.1,2.05
,,r081,salt -- spices and culinary herbs,560,80,..,..,406760,3.1,2.05
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,360,80,..,..,406760,3.1,2.05
,,r083,snacks,470,80,..,..,406760,3.1,2.05
,,r084,unspec provisions,2450,1100,0.5,0.2,406760,3.1,2.05
,,r085,non alcoholic beverages,3600,290,0.9,0.1,406760,3.1,2.05
,,r086,fruit- and vegetable juices,940,140,0.3,0.1,406760,3.1,2.05
,,r087,soft drinks,1180,140,..,..,406760,3.1,2.05
,,r088,mineral or spring waters,350,60,..,..,406760,3.1,2.05
,,r089,coffee,890,160,..,..,406760,3.1,2.05
,,r090,tee,190,50,..,..,406760,3.1,2.05
,,r091,cacao,50,20,..,..,406760,3.1,2.05
,,r092,dinner out,20350,2440,4.2,0.5,406760,3.1,2.05
,,r093,alcoholic beverages (with low-strength beer),6850,1390,1.4,0.2,406760,3.1,2.05
,,r094,tobacco ,1210,430,0.3,0.1,406760,3.1,2.05
,,r095,consumer goods,8040,860,1.8,0.2,406760,3.1,2.05
,,r096,personal hygiene,4760,660,1.1,0.2,406760,3.1,2.05
,,r097,other consumption purposes,3280,480,0.7,0.1,406760,3.1,2.05
,,r098,domestic services,16090,2610,3.3,0.5,406760,3.1,2.05
,,r099,childminding,3070,600,0.6,0.1,406760,3.1,2.05
,,r100,charge of skill -- other insurance,2920,440,0.6,0.1,406760,3.1,2.05
,,r101,other services,10110,2500,2.1,0.5,406760,3.1,2.05
,,r102,clothing and footwear,31350,4470,6.4,0.9,406760,3.1,2.05
,,r103,clothing,26720,3950,5.4,0.8,406760,3.1,2.05
,,r104, outdoor clothes,4820,1610,1.0,0.4,406760,3.1,2.05
,,r105,other clothes,16750,3090,3.2,0.6,406760,3.1,2.05
,,r106,underwear,2650,540,0.6,0.1,406760,3.1,2.05
,,r107,accessoarer -- hats -- caps -- gloves etc.,1360,450,0.3,0.1,406760,3.1,2.05
,,r108,footwear,4640,1200,1.0,0.3,406760,3.1,2.05
,,r109,housing,100390,6290,22.9,1.5,406760,3.1,2.05
,,r110,actual rentals for housing (incl. garage),16030,3760,3.9,1.0,406760,3.1,2.05
,,r111,reparations,10130,3590,2.1,0.7,406760,3.1,2.05
,,r112,householder´s comprehensive insurance,3230,180,0.8,0.1,406760,3.1,2.05
,,r113,services associates with housing ,7280,780,1.8,0.2,406760,3.1,2.05
,,r114,electicity -- gas and other fuels ,17600,1960,4.4,0.5,406760,3.1,2.05
,,r115,interests (gross),36750,4470,7.9,1.1,406760,3.1,2.05
,,r116,furnishings -- household equipment and routine maintenance of the house,35890,5080,7.3,0.9,406760,3.1,2.05
,,r117,furniture and furnishings -- carpets and other floor coverings,17290,3520,3.4,0.6,406760,3.1,2.05
,,r118,textile,3210,1120,0.6,0.2,406760,3.1,2.05
,,r119,household applience,15380,2740,3.2,0.5,406760,3.1,2.05
,,r120,health and hospital services,8030,1970,1.7,0.4,406760,3.1,2.05
,,r121,transport,82270,13730,15.1,1.5,406760,3.1,2.05
,,r122,purchase of new motor-cars,31410,11980,4.2,1.3,406760,3.1,2.05
,,r123,purchase of other vehicles,3720,1880,0.7,0.3,406760,3.1,2.05
,,r124,operation of motor-cars,36240,3700,8.1,0.6,406760,3.1,2.05
,,r125,interests (motorcars - gross) -- licence duty,2870,320,0.7,0.1,406760,3.1,2.05
,,r126,operation of other vehicles,1100,460,0.2,0.1,406760,3.1,2.05
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,406760,3.1,2.05
,,r128,services of transport,6760,1740,1.3,0.3,406760,3.1,2.05
,,r129,leisure time and culture,87610,20680,21.1,2.2,406760,3.1,2.05
,,r130,weekend cottage,8090,1900,1.6,0.4,406760,3.1,2.05
,,r131,radio and tv,5680,960,1.2,0.2,406760,3.1,2.05
,,r132,sport and hobby,12140,3200,2.1,0.4,406760,3.1,2.05
,,r133,watch -- camera -- photographic and cinematographic equipment,2610,1000,0.5,0.2,406760,3.1,2.05
,,r134,holidays -- hotels,28420,3570,6.0,0.7,406760,3.1,2.05
,,r135,other spare time,..,..,4.7,2.3,406760,3.1,2.05
,,r136,entertainment,1780,520,0.4,0.1,406760,3.1,2.05
,,r137,books -- newspapers -- television taxes,12160,1170,2.8,0.3,406760,3.1,2.05
,,r138,mobiltelephone (callcharge and subscription fee),3010,450,0.7,0.1,406760,3.1,2.05
,,r139,telephone (callcharge and subscription fee),4330,310,1.1,0.1,406760,3.1,2.05
TOT,all households,r001,total expenditures,267600,6450,100.0,0.0,3977510,2.1,1.57
,,r002,food,30750,740,12.6,0.3,3977510,2.1,1.57
,,r003,bread and cereals,5080,160,2.2,0.1,3977510,2.1,1.57
,,r004,rice and products of rice -- of which:,210,20,..,..,3977510,2.1,1.57
,,r005,rice,110,20,..,..,3977510,2.1,1.57
,,r006,products of rice,100,10,..,..,3977510,2.1,1.57
,,r007,pasta products,380,40,..,..,3977510,2.1,1.57
,,r008,flour -- grain,650,40,..,..,3977510,2.1,1.57
,,r009,bread -- of which:,2260,70,..,..,3977510,2.1,1.57
,,r010,hard bread,310,20,..,..,3977510,2.1,1.57
,,r011,soft white bread,490,30,..,..,3977510,2.1,1.57
,,r012,soft brown bread,460,30,..,..,3977510,2.1,1.57
,,r013,soft light bread,610,30,..,..,3977510,2.1,1.57
,,r014,bread unspecified,400,30,..,..,3977510,2.1,1.57
,,r015,pastry-cook products,1570,90,0.7,0.1,3977510,2.1,1.57
,,r016,meat,5940,210,2.4,0.1,3977510,2.1,1.57
,,r017,fresh -- chilled or frozen meat of bovine animals,870,70,..,..,3977510,2.1,1.57
,,r018,fresh -- chilled or frozen meat of pig,1100,80,..,..,3977510,2.1,1.57
,,r019,fresh -- chilled or frozen meat of sheep and goat,170,40,..,..,3977510,2.1,1.57
,,r020,fresh -- chilled or frozen meat of poultry,620,50,..,..,3977510,2.1,1.57
,,r021,dried -- salted or smoked meat and edible meat offal,20,10,..,..,3977510,2.1,1.57
,,r022,dried -- salted or smoked meat of pig,1260,60,..,..,3977510,2.1,1.57
,,r023,dried -- salted or smoked other meats,210,20,..,..,3977510,2.1,1.57
,,r024,meat -- sausages and meat of sandwiches,920,50,..,..,3977510,2.1,1.57
,,r025,pastry -- cured meats and provisions,300,30,..,..,3977510,2.1,1.57
,,r026,meatdishes,330,40,..,..,3977510,2.1,1.57
,,r027,meat - unspecified,140,50,..,..,3977510,2.1,1.57
,,r028,fish,1970,110,..,..,3977510,2.1,1.57
,,r029,fresh -- chilled or frozen fish -- of which:,790,60,..,..,3977510,2.1,1.57
,,r030,codfish,160,20,..,..,3977510,2.1,1.57
,,r031,salomonfish,380,40,..,..,3977510,2.1,1.57
,,r032,herring,20,10,..,..,3977510,2.1,1.57
,,r033,other fish,180,40,..,..,3977510,2.1,1.57
,,r034,seafood,270,40,..,..,3977510,2.1,1.57
,,r035,caviar -- roes -- other fishproducts,160,20,..,..,3977510,2.1,1.57
,,r036,fish and seafood dishes,750,60,..,..,3977510,2.1,1.57
,,r037,fish and seafood - unspecified,40,20,..,..,3977510,2.1,1.57
,,r038,milk -- cheese and eggs,4970,150,2.1,0.1,3977510,2.1,1.57
,,r039,milk (fat >=1 --5%),320,30,..,..,3977510,2.1,1.57
,,r040,low fat milk (fat <1 --5%),810,40,..,..,3977510,2.1,1.57
,,r041,preserved milk,30,10,..,..,3977510,2.1,1.57
,,r042,yoghurt and sour milk,850,40,..,..,3977510,2.1,1.57
,,r043,cream -- sour cream (fat>=29%),260,20,..,..,3977510,2.1,1.57
,,r044,cream -- sour cream (fat<29%),310,20,..,..,3977510,2.1,1.57
,,r045,cheese (fat >=17%),1250,60,..,..,3977510,2.1,1.57
,,r046,cheese (fat <17%),700,50,..,..,3977510,2.1,1.57
,,r047,eggs,410,20,..,..,3977510,2.1,1.57
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,3977510,2.1,1.57
,,r049,oils and fats,820,40,..,..,3977510,2.1,1.57
,,r050,butter,280,20,..,..,3977510,2.1,1.57
,,r051,margarine (fat>=40%),220,20,..,..,3977510,2.1,1.57
,,r052,margarine (fat<40%),110,10,..,..,3977510,2.1,1.57
,,r053,olive oil -- cooking oil -- mayonnaise,200,20,..,..,3977510,2.1,1.57
,,r054,fruit and berries,2690,110,1.1,0.1,3977510,2.1,1.57
,,r055,apples,360,20,..,..,3977510,2.1,1.57
,,r056,pears,110,10,..,..,3977510,2.1,1.57
,,r057,bananas,450,20,..,..,3977510,2.1,1.57
,,r058,citrus fruits,450,30,..,..,3977510,2.1,1.57
,,r059,other fresh fruit,300,30,..,..,3977510,2.1,1.57
,,r060,dried fruit,470,40,..,..,3977510,2.1,1.57
,,r061,berries,360,30,..,..,3977510,2.1,1.57
,,r062,preserved fruit and fruit based products,80,10,..,..,3977510,2.1,1.57
,,r063,others fruit and berries,100,20,..,..,3977510,2.1,1.57
,,r064,vegetables,3530,130,1.5,0.1,3977510,2.1,1.57
,,r065,leaf and stem vegetables,400,20,..,..,3977510,2.1,1.57
,,r066,cabbages -- fresh,140,10,..,..,3977510,2.1,1.57
,,r067,vegetables cultivated for their fruit -- fresh ,1210,50,..,..,3977510,2.1,1.57
,,r068,onion -- leek -- fresh,200,10,..,..,3977510,2.1,1.57
,,r069,mashrooms -- fresh,50,10,..,..,3977510,2.1,1.57
,,r070,soups -- vegetabledishes,520,30,..,..,3977510,2.1,1.57
,,r071,root crops,190,20,..,..,3977510,2.1,1.57
,,r072,potatoes,380,20,..,..,3977510,2.1,1.57
,,r073,products of potatoes (french fries -- mashed potatoes),330,30,..,..,3977510,2.1,1.57
,,r074,vegetables - unspecified,110,30,..,..,3977510,2.1,1.57
,,r075,sugar and sweets,2900,110,1.2,0.1,3977510,2.1,1.57
,,r076,sugar -- jam -- honey -- chocolate and confectionery,200,20,..,..,3977510,2.1,1.57
,,r077,jams -- marmelade,170,30,..,..,3977510,2.1,1.57
,,r078,ice cream,550,40,..,..,3977510,2.1,1.57
,,r079,other suger products,1980,80,..,..,3977510,2.1,1.57
,,r080,sauces -- condiments,530,30,..,..,3977510,2.1,1.57
,,r081,salt -- spices and culinary herbs,350,30,..,..,3977510,2.1,1.57
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,280,20,..,..,3977510,2.1,1.57
,,r083,snacks,350,30,..,..,3977510,2.1,1.57
,,r084,unspec provisions,1320,270,0.5,0.1,3977510,2.1,1.57
,,r085,non alcoholic beverages,2400,90,1.0,0.1,3977510,2.1,1.57
,,r086,fruit- and vegetable juices,480,30,..,..,3977510,2.1,1.57
,,r087,soft drinks,900,50,..,..,3977510,2.1,1.57
,,r088,mineral or spring waters,210,20,..,..,3977510,2.1,1.57
,,r089,coffee,640,50,..,..,3977510,2.1,1.57
,,r090,tee,140,20,..,..,3977510,2.1,1.57
,,r091,cacao,30,10,..,..,3977510,2.1,1.57
,,r092,dinner out,10230,620,3.8,0.3,3977510,2.1,1.57
,,r093,alcoholic beverages (with low-strength beer),3730,320,1.4,0.2,3977510,2.1,1.57
,,r094,tobacco ,1800,200,0.8,0.1,3977510,2.1,1.57
,,r095,consumer goods,5220,250,2.0,0.1,3977510,2.1,1.57
,,r096,personal hygiene,3020,210,1.1,0.1,3977510,2.1,1.57
,,r097,other consumption purposes,2200,110,0.9,0.1,3977510,2.1,1.57
,,r098,domestic services,8520,630,2.8,0.2,3977510,2.1,1.57
,,r099,childminding,1490,110,..,..,3977510,2.1,1.57
,,r100,charge of skill -- other insurance,1570,120,0.6,0.1,3977510,2.1,1.57
,,r101,other services,5470,600,1.8,0.2,3977510,2.1,1.57
,,r102,clothing and footwear,14450,1060,4.8,0.4,3977510,2.1,1.57
,,r103,clothing,11960,950,3.9,0.3,3977510,2.1,1.57
,,r104, outdoor clothes,2740,510,0.9,0.2,3977510,2.1,1.57
,,r105,other clothes,6900,690,2.2,0.2,3977510,2.1,1.57
,,r106,underwear,1210,130,0.5,0.1,3977510,2.1,1.57
,,r107,accessoarer -- hats -- caps -- gloves etc.,550,90,..,..,3977510,2.1,1.57
,,r108,footwear,2460,340,0.9,0.2,3977510,2.1,1.57
,,r109,housing,66950,1350,29.3,0.7,3977510,2.1,1.57
,,r110,actual rentals for housing (incl. garage),28990,1220,15.6,0.8,3977510,2.1,1.57
,,r111,reparations,4370,630,1.3,0.2,3977510,2.1,1.57
,,r112,householder´s comprehensive insurance,1960,70,..,..,3977510,2.1,1.57
,,r113,services associates with housing ,4160,250,1.6,0.1,3977510,2.1,1.57
,,r114,electicity -- gas and other fuels ,9760,440,4.0,0.2,3977510,2.1,1.57
,,r115,interests (gross),13550,850,4.3,0.3,3977510,2.1,1.57
,,r116,furnishings -- household equipment and routine maintenance of the house,15950,1180,5.0,0.3,3977510,2.1,1.57
,,r117,furniture and furnishings -- carpets and other floor coverings,6550,610,2.1,0.2,3977510,2.1,1.57
,,r118,textile,1660,500,0.5,0.1,3977510,2.1,1.57
,,r119,household applience,7740,720,2.5,0.2,3977510,2.1,1.57
,,r120,health and hospital services,6430,770,2.3,0.3,3977510,2.1,1.57
,,r121,transport,47280,3370,14.3,0.9,3977510,2.1,1.57
,,r122,purchase of new motor-cars,15470,2410,3.2,0.8,3977510,2.1,1.57
,,r123,purchase of other vehicles,2940,1020,0.5,0.4,3977510,2.1,1.57
,,r124,operation of motor-cars,22450,1530,8.0,0.5,3977510,2.1,1.57
,,r125,interests (motorcars - gross) -- licence duty,1970,160,0.8,0.1,3977510,2.1,1.57
,,r126,operation of other vehicles,790,160,0.3,0.1,3977510,2.1,1.57
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),70,30,..,..,3977510,2.1,1.57
,,r128,services of transport,3600,400,1.4,0.2,3977510,2.1,1.57
,,r129,leisure time and culture,49720,2590,18.7,0.6,3977510,2.1,1.57
,,r130,weekend cottage,2780,340,0.9,0.1,3977510,2.1,1.57
,,r131,radio and tv,3460,280,1.3,0.2,3977510,2.1,1.57
,,r132,sport and hobby,5070,600,1.5,0.2,3977510,2.1,1.57
