Decile ID,Decile,Good ID,Good,Expenditures,Expenditures -- margin of error,Share,Share of margin of error,Calculated population size,Average number of persons,Average number of consumer units
,,r103,clothing,5420,2140,3.3,1.2,407470,1.4,1.22
,,r104, outdoor clothes,760,690,..,..,407470,1.4,1.22
,,r105,other clothes,3500,1880,2.1,1.0,407470,1.4,1.22
,,r106,underwear,720,360,0.5,0.3,407470,1.4,1.22
,,r107,accessoarer -- hats -- caps -- gloves etc.,280,250,..,..,407470,1.4,1.22
,,r108,footwear,1020,690,0.6,0.4,407470,1.4,1.22
,,r109,housing,50110,3430,34.0,2.4,407470,1.4,1.22
,,r110,actual rentals for housing (incl. garage),33300,3850,23.2,2.9,407470,1.4,1.22
,,r111,reparations,1850,1050,0.9,0.5,407470,1.4,1.22
,,r112,householder´s comprehensive insurance,1350,280,0.9,0.2,407470,1.4,1.22
,,r113,services associates with housing ,2130,740,1.3,0.5,407470,1.4,1.22
,,r114,electicity -- gas and other fuels ,6260,1370,4.4,1.1,407470,1.4,1.22
,,r115,interests (gross),3690,1360,2.2,0.9,407470,1.4,1.22
,,r116,furnishings -- household equipment and routine maintenance of the house,6720,1870,3.9,0.9,407470,1.4,1.22
,,r117,furniture and furnishings -- carpets and other floor coverings,2720,1100,1.6,0.6,407470,1.4,1.22
,,r118,textile,630,370,0.4,0.2,407470,1.4,1.22
,,r119,household applience,3370,1170,1.9,0.6,407470,1.4,1.22
,,r120,health and hospital services,3160,990,1.9,0.6,407470,1.4,1.22
,,r121,transport,23920,6650,12.7,2.7,407470,1.4,1.22
,,r122,purchase of new motor-cars,4500,3010,1.7,1.4,407470,1.4,1.22
,,r123,purchase of other vehicles,..,..,..,..,407470,1.4,1.22
,,r124,operation of motor-cars,14030,4690,8.1,2.1,407470,1.4,1.22
,,r125,interests (motorcars - gross) -- licence duty,1110,200,0.7,0.1,407470,1.4,1.22
,,r126,operation of other vehicles,340,240,..,..,407470,1.4,1.22
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,407470,1.4,1.22
,,r128,services of transport,2170,910,1.4,0.5,407470,1.4,1.22
,,r129,leisure time and culture,28290,3170,18.3,1.9,407470,1.4,1.22
,,r130,weekend cottage,790,380,0.5,0.3,407470,1.4,1.22
,,r131,radio and tv,1980,790,1.3,0.6,407470,1.4,1.22
,,r132,sport and hobby,2320,960,1.5,0.7,407470,1.4,1.22
,,r133,watch -- camera -- photographic and cinematographic equipment,470,210,0.3,0.1,407470,1.4,1.22
,,r134,holidays -- hotels,6180,1850,3.9,1.2,407470,1.4,1.22
,,r135,other spare time,4390,1270,2.6,0.7,407470,1.4,1.22
,,r136,entertainment,610,400,0.4,0.2,407470,1.4,1.22
,,r137,books -- newspapers -- television taxes,5910,710,4.0,0.5,407470,1.4,1.22
,,r138,mobiltelephone (callcharge and subscription fee),2780,890,1.9,0.6,407470,1.4,1.22
,,r139,telephone (callcharge and subscription fee),2850,430,2.0,0.4,407470,1.4,1.22
D4,decil 4,r001,total expenditures,195100,12650,100.0,0.0,409900,1.7,1.35
,,r002,food,22360,2100,12.2,1.2,409900,1.7,1.35
,,r003,bread and cereals,3640,400,2.0,0.2,409900,1.7,1.35
,,r004,rice and products of rice -- of which:,140,70,..,..,409900,1.7,1.35
,,r005,rice,80,40,..,..,409900,1.7,1.35
,,r006,products of rice,60,50,..,..,409900,1.7,1.35
,,r007,pasta products,260,110,..,..,409900,1.7,1.35
,,r008,flour -- grain,370,90,..,..,409900,1.7,1.35
,,r009,bread -- of which:,1740,200,1.0,0.1,409900,1.7,1.35
,,r010,hard bread,280,80,0.2,0.1,409900,1.7,1.35
,,r011,soft white bread,310,70,..,..,409900,1.7,1.35
,,r012,soft brown bread,380,90,0.2,0.1,409900,1.7,1.35
,,r013,soft light bread,510,110,0.3,0.1,409900,1.7,1.35
,,r014,bread unspecified,260,90,..,..,409900,1.7,1.35
,,r015,pastry-cook products,1130,220,0.6,0.1,409900,1.7,1.35
,,r016,meat,4160,600,2.3,0.3,409900,1.7,1.35
,,r017,fresh -- chilled or frozen meat of bovine animals,560,180,0.3,0.1,409900,1.7,1.35
,,r018,fresh -- chilled or frozen meat of pig,770,210,0.4,0.1,409900,1.7,1.35
,,r019,fresh -- chilled or frozen meat of sheep and goat,140,90,..,..,409900,1.7,1.35
,,r020,fresh -- chilled or frozen meat of poultry,370,130,0.2,0.1,409900,1.7,1.35
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,409900,1.7,1.35
,,r022,dried -- salted or smoked meat of pig,780,160,0.4,0.1,409900,1.7,1.35
,,r023,dried -- salted or smoked other meats,130,70,..,..,409900,1.7,1.35
,,r024,meat -- sausages and meat of sandwiches,650,130,0.4,0.1,409900,1.7,1.35
,,r025,pastry -- cured meats and provisions,280,170,0.2,0.1,409900,1.7,1.35
,,r026,meatdishes,300,160,0.2,0.1,409900,1.7,1.35
,,r027,meat - unspecified,160,110,..,..,409900,1.7,1.35
,,r028,fish,1230,290,0.7,0.2,409900,1.7,1.35
,,r029,fresh -- chilled or frozen fish -- of which:,520,190,0.3,0.1,409900,1.7,1.35
,,r030,codfish,60,30,..,..,409900,1.7,1.35
,,r031,salomonfish,200,100,..,..,409900,1.7,1.35
,,r032,herring,20,10,..,..,409900,1.7,1.35
,,r033,other fish,140,90,..,..,409900,1.7,1.35
,,r034,seafood,100,60,..,..,409900,1.7,1.35
,,r035,caviar -- roes -- other fishproducts,110,40,..,..,409900,1.7,1.35
,,r036,fish and seafood dishes,500,160,0.3,0.1,409900,1.7,1.35
,,r037,fish and seafood - unspecified,..,..,..,..,409900,1.7,1.35
,,r038,milk -- cheese and eggs,3620,410,2.1,0.3,409900,1.7,1.35
,,r039,milk (fat >=1 --5%),290,70,..,..,409900,1.7,1.35
,,r040,low fat milk (fat <1 --5%),580,110,0.3,0.1,409900,1.7,1.35
,,r041,preserved milk,..,..,..,..,409900,1.7,1.35
,,r042,yoghurt and sour milk,590,110,0.3,0.1,409900,1.7,1.35
,,r043,cream -- sour cream (fat>=29%),200,50,..,..,409900,1.7,1.35
,,r044,cream -- sour cream (fat<29%),190,60,..,..,409900,1.7,1.35
,,r045,cheese (fat >=17%),980,180,0.6,0.1,409900,1.7,1.35
,,r046,cheese (fat <17%),470,200,0.3,0.1,409900,1.7,1.35
,,r047,eggs,290,60,..,..,409900,1.7,1.35
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,409900,1.7,1.35
,,r049,oils and fats,600,100,0.3,0.1,409900,1.7,1.35
,,r050,butter,240,70,..,..,409900,1.7,1.35
,,r051,margarine (fat>=40%),180,50,..,..,409900,1.7,1.35
,,r052,margarine (fat<40%),70,30,..,..,409900,1.7,1.35
,,r053,olive oil -- cooking oil -- mayonnaise,110,40,..,..,409900,1.7,1.35
,,r054,fruit and berries,2200,330,1.2,0.2,409900,1.7,1.35
,,r055,apples,300,80,..,..,409900,1.7,1.35
,,r056,pears,90,40,..,..,409900,1.7,1.35
,,r057,bananas,390,90,..,..,409900,1.7,1.35
,,r058,citrus fruits,370,90,0.2,0.1,409900,1.7,1.35
,,r059,other fresh fruit,200,60,..,..,409900,1.7,1.35
,,r060,dried fruit,340,90,..,..,409900,1.7,1.35
,,r061,berries,260,100,..,..,409900,1.7,1.35
,,r062,preserved fruit and fruit based products,80,40,..,..,409900,1.7,1.35
,,r063,others fruit and berries,160,100,..,..,409900,1.7,1.35
,,r064,vegetables,2600,390,1.4,0.2,409900,1.7,1.35
,,r065,leaf and stem vegetables,220,60,..,..,409900,1.7,1.35
,,r066,cabbages -- fresh,100,30,..,..,409900,1.7,1.35
,,r067,vegetables cultivated for their fruit -- fresh ,810,170,0.4,0.1,409900,1.7,1.35
,,r068,onion -- leek -- fresh,140,30,..,..,409900,1.7,1.35
,,r069,mashrooms -- fresh,40,20,..,..,409900,1.7,1.35
,,r070,soups -- vegetabledishes,390,100,0.2,0.1,409900,1.7,1.35
,,r071,root crops,170,60,..,..,409900,1.7,1.35
,,r072,potatoes,320,80,..,..,409900,1.7,1.35
,,r073,products of potatoes (french fries -- mashed potatoes),260,100,0.2,0.1,409900,1.7,1.35
,,r074,vegetables - unspecified,150,140,..,..,409900,1.7,1.35
,,r075,sugar and sweets,1990,330,1.1,0.2,409900,1.7,1.35
,,r076,sugar -- jam -- honey -- chocolate and confectionery,260,120,0.2,0.1,409900,1.7,1.35
,,r077,jams -- marmelade,90,40,..,..,409900,1.7,1.35
,,r078,ice cream,340,110,0.2,0.1,409900,1.7,1.35
,,r079,other suger products,1300,230,0.7,0.1,409900,1.7,1.35
,,r080,sauces -- condiments,370,90,0.2,0.1,409900,1.7,1.35
,,r081,salt -- spices and culinary herbs,220,70,..,..,409900,1.7,1.35
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,240,80,..,..,409900,1.7,1.35
,,r083,snacks,250,70,..,..,409900,1.7,1.35
,,r084,unspec provisions,1240,870,0.5,0.3,409900,1.7,1.35
,,r085,non alcoholic beverages,1800,250,1.0,0.1,409900,1.7,1.35
,,r086,fruit- and vegetable juices,380,120,0.2,0.1,409900,1.7,1.35
,,r087,soft drinks,590,110,0.3,0.1,409900,1.7,1.35
,,r088,mineral or spring waters,190,60,..,..,409900,1.7,1.35
,,r089,coffee,480,150,0.3,0.1,409900,1.7,1.35
,,r090,tee,140,60,..,..,409900,1.7,1.35
,,r091,cacao,30,20,..,..,409900,1.7,1.35
,,r092,dinner out,7660,1740,4.0,1.0,409900,1.7,1.35
,,r093,alcoholic beverages (with low-strength beer),1990,640,1.0,0.3,409900,1.7,1.35
,,r094,tobacco ,2090,780,1.1,0.4,409900,1.7,1.35
,,r095,consumer goods,2980,540,1.5,0.2,409900,1.7,1.35
,,r096,personal hygiene,1570,430,0.8,0.2,409900,1.7,1.35
,,r097,other consumption purposes,1410,250,0.7,0.1,409900,1.7,1.35
,,r098,domestic services,5040,1890,2.2,0.7,409900,1.7,1.35
,,r099,childminding,380,190,0.2,0.1,409900,1.7,1.35
,,r100,charge of skill -- other insurance,710,190,0.4,0.1,409900,1.7,1.35
,,r101,other services,3950,1860,1.7,0.7,409900,1.7,1.35
,,r102,clothing and footwear,9120,2720,4.3,1.3,409900,1.7,1.35
,,r103,clothing,7820,2600,3.7,1.2,409900,1.7,1.35
,,r104, outdoor clothes,2450,1320,1.1,0.6,409900,1.7,1.35
,,r105,other clothes,3820,1550,1.8,0.7,409900,1.7,1.35
,,r106,underwear,800,540,0.4,0.3,409900,1.7,1.35
,,r107,accessoarer -- hats -- caps -- gloves etc.,510,400,0.3,0.2,409900,1.7,1.35
,,r108,footwear,1300,600,0.6,0.3,409900,1.7,1.35
,,r109,housing,58510,3240,33.3,2.2,409900,1.7,1.35
,,r110,actual rentals for housing (incl. garage),40020,3970,23.0,2.7,409900,1.7,1.35
,,r111,reparations,1270,790,0.5,0.3,409900,1.7,1.35
,,r112,householder´s comprehensive insurance,1470,220,0.8,0.1,409900,1.7,1.35
,,r113,services associates with housing ,1970,670,1.2,0.4,409900,1.7,1.35
,,r114,electicity -- gas and other fuels ,6620,1020,4.0,0.7,409900,1.7,1.35
,,r115,interests (gross),5880,1800,2.9,0.9,409900,1.7,1.35
,,r116,furnishings -- household equipment and routine maintenance of the house,10410,4580,4.1,1.4,409900,1.7,1.35
,,r117,furniture and furnishings -- carpets and other floor coverings,3220,1080,1.5,0.5,409900,1.7,1.35
,,r118,textile,..,..,..,..,409900,1.7,1.35
,,r119,household applience,4010,2500,1.9,1.0,409900,1.7,1.35
,,r120,health and hospital services,4680,2100,2.1,0.8,409900,1.7,1.35
,,r121,transport,31200,6760,13.2,3.5,409900,1.7,1.35
,,r122,purchase of new motor-cars,8280,5020,2.9,1.7,409900,1.7,1.35
,,r123,purchase of other vehicles,..,..,-1.4,3.7,409900,1.7,1.35
,,r124,operation of motor-cars,15000,2420,8.4,1.5,409900,1.7,1.35
,,r125,interests (motorcars - gross) -- licence duty,1330,230,0.8,0.1,409900,1.7,1.35
,,r126,operation of other vehicles,1140,1070,0.7,0.6,409900,1.7,1.35
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,409900,1.7,1.35
,,r128,services of transport,3870,1690,1.9,0.8,409900,1.7,1.35
,,r129,leisure time and culture,36170,3740,19.3,2.1,409900,1.7,1.35
,,r130,weekend cottage,960,640,0.6,0.4,409900,1.7,1.35
,,r131,radio and tv,2810,910,1.9,1.1,409900,1.7,1.35
,,r132,sport and hobby,2550,1390,1.1,0.5,409900,1.7,1.35
,,r133,watch -- camera -- photographic and cinematographic equipment,1320,980,0.7,0.5,409900,1.7,1.35
,,r134,holidays -- hotels,10120,2430,4.9,1.2,409900,1.7,1.35
,,r135,other spare time,4910,1250,2.3,0.6,409900,1.7,1.35
,,r136,entertainment,860,540,0.4,0.3,409900,1.7,1.35
,,r137,books -- newspapers -- television taxes,6580,870,3.8,0.6,409900,1.7,1.35
,,r138,mobiltelephone (callcharge and subscription fee),2690,670,1.5,0.4,409900,1.7,1.35
,,r139,telephone (callcharge and subscription fee),3390,430,2.0,0.3,409900,1.7,1.35
D5,decil 5,r001,total expenditures,234080,15850,100.0,0.0,405520,1.9,1.44
,,r002,food,28500,2240,13.1,1.1,405520,1.9,1.44
,,r003,bread and cereals,4650,500,2.2,0.2,405520,1.9,1.44
,,r004,rice and products of rice -- of which:,200,90,..,..,405520,1.9,1.44
,,r005,rice,120,80,..,..,405520,1.9,1.44
,,r006,products of rice,80,30,..,..,405520,1.9,1.44
,,r007,pasta products,310,100,0.2,0.1,405520,1.9,1.44
,,r008,flour -- grain,700,140,0.3,0.1,405520,1.9,1.44
,,r009,bread -- of which:,2020,200,0.9,0.1,405520,1.9,1.44
,,r010,hard bread,300,70,..,..,405520,1.9,1.44
,,r011,soft white bread,460,90,..,..,405520,1.9,1.44
,,r012,soft brown bread,330,70,..,..,405520,1.9,1.44
,,r013,soft light bread,540,100,0.3,0.1,405520,1.9,1.44
,,r014,bread unspecified,380,100,0.2,0.1,405520,1.9,1.44
,,r015,pastry-cook products,1420,300,0.7,0.2,405520,1.9,1.44
,,r016,meat,5470,720,2.5,0.3,405520,1.9,1.44
,,r017,fresh -- chilled or frozen meat of bovine animals,960,300,0.4,0.1,405520,1.9,1.44
,,r018,fresh -- chilled or frozen meat of pig,980,270,0.4,0.1,405520,1.9,1.44
,,r019,fresh -- chilled or frozen meat of sheep and goat,70,50,..,..,405520,1.9,1.44
,,r020,fresh -- chilled or frozen meat of poultry,570,160,0.3,0.1,405520,1.9,1.44
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,405520,1.9,1.44
,,r022,dried -- salted or smoked meat of pig,1180,190,0.6,0.1,405520,1.9,1.44
,,r023,dried -- salted or smoked other meats,170,80,..,..,405520,1.9,1.44
,,r024,meat -- sausages and meat of sandwiches,840,180,0.4,0.1,405520,1.9,1.44
,,r025,pastry -- cured meats and provisions,320,70,..,..,405520,1.9,1.44
,,r026,meatdishes,300,110,..,..,405520,1.9,1.44
,,r027,meat - unspecified,60,50,..,..,405520,1.9,1.44
,,r028,fish,2310,360,1.1,0.2,405520,1.9,1.44
,,r029,fresh -- chilled or frozen fish -- of which:,1050,280,0.5,0.1,405520,1.9,1.44
,,r030,codfish,200,80,..,..,405520,1.9,1.44
,,r031,salomonfish,550,200,0.3,0.1,405520,1.9,1.44
,,r032,herring,..,..,..,..,405520,1.9,1.44
,,r033,other fish,230,200,..,..,405520,1.9,1.44
,,r034,seafood,160,70,..,..,405520,1.9,1.44
,,r035,caviar -- roes -- other fishproducts,130,50,..,..,405520,1.9,1.44
,,r036,fish and seafood dishes,970,220,0.4,0.1,405520,1.9,1.44
,,r037,fish and seafood - unspecified,..,..,..,..,405520,1.9,1.44
,,r038,milk -- cheese and eggs,4970,570,2.3,0.3,405520,1.9,1.44
,,r039,milk (fat >=1 --5%),400,100,..,..,405520,1.9,1.44
,,r040,low fat milk (fat <1 --5%),760,190,0.4,0.1,405520,1.9,1.44
,,r041,preserved milk,20,10,..,..,405520,1.9,1.44
,,r042,yoghurt and sour milk,740,120,0.3,0.1,405520,1.9,1.44
,,r043,cream -- sour cream (fat>=29%),270,60,..,..,405520,1.9,1.44
,,r044,cream -- sour cream (fat<29%),290,70,..,..,405520,1.9,1.44
,,r045,cheese (fat >=17%),1210,200,0.5,0.1,405520,1.9,1.44
,,r046,cheese (fat <17%),800,190,0.4,0.1,405520,1.9,1.44
,,r047,eggs,390,60,..,..,405520,1.9,1.44
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,405520,1.9,1.44
,,r049,oils and fats,890,130,0.4,0.1,405520,1.9,1.44
,,r050,butter,320,90,..,..,405520,1.9,1.44
,,r051,margarine (fat>=40%),240,50,..,..,405520,1.9,1.44
,,r052,margarine (fat<40%),100,30,..,..,405520,1.9,1.44
,,r053,olive oil -- cooking oil -- mayonnaise,230,70,..,..,405520,1.9,1.44
,,r054,fruit and berries,2430,370,1.1,0.2,405520,1.9,1.44
,,r055,apples,270,70,..,..,405520,1.9,1.44
,,r056,pears,100,40,..,..,405520,1.9,1.44
,,r057,bananas,420,80,..,..,405520,1.9,1.44
,,r058,citrus fruits,450,130,0.2,0.1,405520,1.9,1.44
,,r059,other fresh fruit,210,60,..,..,405520,1.9,1.44
,,r060,dried fruit,440,130,0.2,0.1,405520,1.9,1.44
,,r061,berries,350,160,0.2,0.1,405520,1.9,1.44
,,r062,preserved fruit and fruit based products,80,40,..,..,405520,1.9,1.44
,,r063,others fruit and berries,110,90,..,..,405520,1.9,1.44
,,r064,vegetables,3310,390,1.5,0.2,405520,1.9,1.44
,,r065,leaf and stem vegetables,400,80,..,..,405520,1.9,1.44
,,r066,cabbages -- fresh,180,50,..,..,405520,1.9,1.44
,,r067,vegetables cultivated for their fruit -- fresh ,1110,150,0.5,0.1,405520,1.9,1.44
,,r068,onion -- leek -- fresh,190,40,..,..,405520,1.9,1.44
,,r069,mashrooms -- fresh,30,20,..,..,405520,1.9,1.44
,,r070,soups -- vegetabledishes,450,100,..,..,405520,1.9,1.44
,,r071,root crops,200,60,..,..,405520,1.9,1.44
,,r072,potatoes,370,70,..,..,405520,1.9,1.44
,,r073,products of potatoes (french fries -- mashed potatoes),250,80,..,..,405520,1.9,1.44
,,r074,vegetables - unspecified,..,..,..,..,405520,1.9,1.44
,,r075,sugar and sweets,2680,360,1.2,0.2,405520,1.9,1.44
,,r076,sugar -- jam -- honey -- chocolate and confectionery,240,70,..,..,405520,1.9,1.44
,,r077,jams -- marmelade,180,70,..,..,405520,1.9,1.44
,,r078,ice cream,430,120,0.2,0.1,405520,1.9,1.44
,,r079,other suger products,1820,260,0.8,0.1,405520,1.9,1.44
,,r080,sauces -- condiments,450,90,..,..,405520,1.9,1.44
,,r081,salt -- spices and culinary herbs,410,100,0.2,0.1,405520,1.9,1.44
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,330,80,..,..,405520,1.9,1.44
,,r083,snacks,240,70,..,..,405520,1.9,1.44
,,r084,unspec provisions,340,210,..,..,405520,1.9,1.44
,,r085,non alcoholic beverages,2080,310,1.0,0.2,405520,1.9,1.44
,,r086,fruit- and vegetable juices,350,90,..,..,405520,1.9,1.44
,,r087,soft drinks,780,180,0.4,0.1,405520,1.9,1.44
,,r088,mineral or spring waters,150,50,..,..,405520,1.9,1.44
,,r089,coffee,660,190,0.3,0.2,405520,1.9,1.44
,,r090,tee,110,40,..,..,405520,1.9,1.44
,,r091,cacao,30,20,..,..,405520,1.9,1.44
,,r092,dinner out,8230,1690,3.6,0.8,405520,1.9,1.44
,,r093,alcoholic beverages (with low-strength beer),4230,1320,1.9,0.6,405520,1.9,1.44
,,r094,tobacco ,1710,580,0.8,0.3,405520,1.9,1.44
,,r095,consumer goods,5240,790,2.4,0.4,405520,1.9,1.44
,,r096,personal hygiene,2950,640,1.3,0.3,405520,1.9,1.44
,,r097,other consumption purposes,2290,450,1.1,0.2,405520,1.9,1.44
,,r098,domestic services,8280,2280,3.2,0.8,405520,1.9,1.44
,,r099,childminding,550,240,0.2,0.1,405520,1.9,1.44
,,r100,charge of skill -- other insurance,1120,270,0.5,0.1,405520,1.9,1.44
,,r101,other services,6610,2250,2.5,0.8,405520,1.9,1.44
,,r102,clothing and footwear,9070,2350,3.6,0.8,405520,1.9,1.44
,,r103,clothing,7570,2170,3.0,0.8,405520,1.9,1.44
,,r104, outdoor clothes,1540,1080,0.6,0.4,405520,1.9,1.44
,,r105,other clothes,4450,1260,1.8,0.5,405520,1.9,1.44
,,r106,underwear,940,330,0.4,0.1,405520,1.9,1.44
,,r107,accessoarer -- hats -- caps -- gloves etc.,310,190,..,..,405520,1.9,1.44
,,r108,footwear,1500,640,0.6,0.3,405520,1.9,1.44
,,r109,housing,61730,3850,28.7,1.9,405520,1.9,1.44
,,r110,actual rentals for housing (incl. garage),33890,4670,16.2,2.4,405520,1.9,1.44
,,r111,reparations,3200,1260,1.3,0.5,405520,1.9,1.44
,,r112,householder´s comprehensive insurance,1720,210,0.8,0.1,405520,1.9,1.44
,,r113,services associates with housing ,3190,830,1.4,0.4,405520,1.9,1.44
,,r114,electicity -- gas and other fuels ,8700,1350,4.0,0.6,405520,1.9,1.44
,,r115,interests (gross),8130,2390,3.6,1.1,405520,1.9,1.44
,,r116,furnishings -- household equipment and routine maintenance of the house,13690,2630,5.5,1.0,405520,1.9,1.44
,,r117,furniture and furnishings -- carpets and other floor coverings,5240,1290,2.1,0.5,405520,1.9,1.44
,,r118,textile,1130,530,0.5,0.3,405520,1.9,1.44
,,r119,household applience,7320,1970,2.9,0.7,405520,1.9,1.44
,,r120,health and hospital services,5960,1980,2.4,0.7,405520,1.9,1.44
,,r121,transport,40380,13730,14.9,2.6,405520,1.9,1.44
,,r122,purchase of new motor-cars,12580,6800,3.6,1.7,405520,1.9,1.44
,,r123,purchase of other vehicles,..,..,..,..,405520,1.9,1.44
,,r124,operation of motor-cars,21640,8210,8.6,1.4,405520,1.9,1.44
,,r125,interests (motorcars - gross) -- licence duty,2570,1020,1.1,0.4,405520,1.9,1.44
,,r126,operation of other vehicles,340,200,0.2,0.1,405520,1.9,1.44
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,405520,1.9,1.44
,,r128,services of transport,2750,910,1.2,0.5,405520,1.9,1.44
,,r129,leisure time and culture,41510,4570,17.9,1.7,405520,1.9,1.44
,,r130,weekend cottage,2550,1000,1.2,0.5,405520,1.9,1.44
,,r131,radio and tv,2620,730,1.1,0.3,405520,1.9,1.44
,,r132,sport and hobby,3890,2030,1.3,0.6,405520,1.9,1.44
,,r133,watch -- camera -- photographic and cinematographic equipment,1210,890,0.5,0.4,405520,1.9,1.44
,,r134,holidays -- hotels,8280,2190,3.6,1.0,405520,1.9,1.44
,,r135,other spare time,8450,2300,3.6,1.0,405520,1.9,1.44
,,r136,entertainment,1200,740,0.5,0.3,405520,1.9,1.44
,,r137,books -- newspapers -- television taxes,8220,1040,3.7,0.5,405520,1.9,1.44
,,r138,mobiltelephone (callcharge and subscription fee),2190,440,1.1,0.2,405520,1.9,1.44
,,r139,telephone (callcharge and subscription fee),2910,290,1.4,0.2,405520,1.9,1.44
D6,decil 6,r001,total expenditures,265400,14430,100.0,0.0,403720,2.1,1.57
,,r002,food,31540,2320,12.7,0.9,403720,2.1,1.57
,,r003,bread and cereals,5190,470,2.1,0.2,403720,2.1,1.57
,,r004,rice and products of rice -- of which:,320,150,..,..,403720,2.1,1.57
,,r005,rice,190,140,..,..,403720,2.1,1.57
,,r006,products of rice,130,50,..,..,403720,2.1,1.57
,,r007,pasta products,360,90,..,..,403720,2.1,1.57
,,r008,flour -- grain,670,150,0.3,0.1,403720,2.1,1.57
,,r009,bread -- of which:,2330,210,1.0,0.1,403720,2.1,1.57
,,r010,hard bread,340,60,..,..,403720,2.1,1.57
,,r011,soft white bread,460,80,..,..,403720,2.1,1.57
,,r012,soft brown bread,490,100,..,..,403720,2.1,1.57
,,r013,soft light bread,690,120,0.3,0.1,403720,2.1,1.57
,,r014,bread unspecified,350,100,..,..,403720,2.1,1.57
,,r015,pastry-cook products,1510,200,0.6,0.1,403720,2.1,1.57
,,r016,meat,6250,720,2.4,0.2,403720,2.1,1.57
,,r017,fresh -- chilled or frozen meat of bovine animals,760,170,0.3,0.1,403720,2.1,1.57
,,r018,fresh -- chilled or frozen meat of pig,1210,230,0.5,0.1,403720,2.1,1.57
,,r019,fresh -- chilled or frozen meat of sheep and goat,160,90,..,..,403720,2.1,1.57
,,r020,fresh -- chilled or frozen meat of poultry,550,150,0.2,0.1,403720,2.1,1.57
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,403720,2.1,1.57
,,r022,dried -- salted or smoked meat of pig,1510,230,0.6,0.1,403720,2.1,1.57
,,r023,dried -- salted or smoked other meats,240,70,..,..,403720,2.1,1.57
,,r024,meat -- sausages and meat of sandwiches,1070,180,0.4,0.1,403720,2.1,1.57
,,r025,pastry -- cured meats and provisions,300,70,..,..,403720,2.1,1.57
,,r026,meatdishes,300,90,..,..,403720,2.1,1.57
,,r027,meat - unspecified,120,100,..,..,403720,2.1,1.57
,,r028,fish,2190,430,0.9,0.1,403720,2.1,1.57
,,r029,fresh -- chilled or frozen fish -- of which:,860,200,0.3,0.1,403720,2.1,1.57
,,r030,codfish,170,60,..,..,403720,2.1,1.57
,,r031,salomonfish,450,140,0.2,0.1,403720,2.1,1.57
,,r032,herring,30,20,..,..,403720,2.1,1.57
,,r033,other fish,160,110,..,..,403720,2.1,1.57
,,r034,seafood,240,90,..,..,403720,2.1,1.57
,,r035,caviar -- roes -- other fishproducts,180,70,..,..,403720,2.1,1.57
,,r036,fish and seafood dishes,910,290,0.4,0.1,403720,2.1,1.57
,,r037,fish and seafood - unspecified,50,40,..,..,403720,2.1,1.57
,,r038,milk -- cheese and eggs,5010,450,2.1,0.2,403720,2.1,1.57
,,r039,milk (fat >=1 --5%),350,110,0.2,0.1,403720,2.1,1.57
,,r040,low fat milk (fat <1 --5%),750,120,0.3,0.1,403720,2.1,1.57
,,r041,preserved milk,..,..,..,..,403720,2.1,1.57
,,r042,yoghurt and sour milk,780,120,0.3,0.1,403720,2.1,1.57
,,r043,cream -- sour cream (fat>=29%),260,60,..,..,403720,2.1,1.57
,,r044,cream -- sour cream (fat<29%),350,60,..,..,403720,2.1,1.57
,,r045,cheese (fat >=17%),1330,190,0.5,0.1,403720,2.1,1.57
,,r046,cheese (fat <17%),680,130,0.3,0.1,403720,2.1,1.57
,,r047,eggs,430,60,..,..,403720,2.1,1.57
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,403720,2.1,1.57
,,r049,oils and fats,840,110,..,..,403720,2.1,1.57
,,r050,butter,300,60,..,..,403720,2.1,1.57
,,r051,margarine (fat>=40%),280,60,..,..,403720,2.1,1.57
,,r052,margarine (fat<40%),110,30,..,..,403720,2.1,1.57
,,r053,olive oil -- cooking oil -- mayonnaise,150,60,..,..,403720,2.1,1.57
,,r054,fruit and berries,2790,390,1.1,0.2,403720,2.1,1.57
,,r055,apples,320,70,..,..,403720,2.1,1.57
,,r056,pears,120,40,..,..,403720,2.1,1.57
,,r057,bananas,520,80,..,..,403720,2.1,1.57
,,r058,citrus fruits,540,110,..,..,403720,2.1,1.57
,,r059,other fresh fruit,350,110,..,..,403720,2.1,1.57
,,r060,dried fruit,470,120,0.2,0.1,403720,2.1,1.57
,,r061,berries,310,130,..,..,403720,2.1,1.57
,,r062,preserved fruit and fruit based products,80,30,..,..,403720,2.1,1.57
,,r063,others fruit and berries,90,50,..,..,403720,2.1,1.57
,,r064,vegetables,3600,360,1.5,0.2,403720,2.1,1.57
,,r065,leaf and stem vegetables,400,70,..,..,403720,2.1,1.57
