Decile ID,Decile,Good ID,Good,Expenditures,Expenditures -- margin of error,Share,Share of margin of error,Calculated population size,Average number of persons,Average number of consumer units
,,r027,meat - unspecified,140,90,..,..,409900,3.1,2.06
,,r028,fish,2800,400,0.8,0.1,409900,3.1,2.06
,,r029,fresh -- chilled or frozen fish -- of which:,950,190,0.3,0.1,409900,3.1,2.06
,,r030,codfish,190,60,..,..,409900,3.1,2.06
,,r031,salomonfish,520,150,..,..,409900,3.1,2.06
,,r032,herring,..,..,..,..,409900,3.1,2.06
,,r033,other fish,190,70,..,..,409900,3.1,2.06
,,r034,seafood,480,180,..,..,409900,3.1,2.06
,,r035,caviar -- roes -- other fishproducts,340,140,..,..,409900,3.1,2.06
,,r036,fish and seafood dishes,1030,180,..,..,409900,3.1,2.06
,,r037,fish and seafood - unspecified,..,..,..,..,409900,3.1,2.06
,,r038,milk -- cheese and eggs,8000,490,2.1,0.2,409900,3.1,2.06
,,r039,milk (fat >=1 --5%),400,80,..,..,409900,3.1,2.06
,,r040,low fat milk (fat <1 --5%),1420,150,..,..,409900,3.1,2.06
,,r041,preserved milk,60,20,..,..,409900,3.1,2.06
,,r042,yoghurt and sour milk,1330,140,..,..,409900,3.1,2.06
,,r043,cream -- sour cream (fat>=29%),440,60,..,..,409900,3.1,2.06
,,r044,cream -- sour cream (fat<29%),510,70,..,..,409900,3.1,2.06
,,r045,cheese (fat >=17%),2050,210,0.5,0.1,409900,3.1,2.06
,,r046,cheese (fat <17%),1130,170,0.3,0.1,409900,3.1,2.06
,,r047,eggs,660,80,..,..,409900,3.1,2.06
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,409900,3.1,2.06
,,r049,oils and fats,1230,160,..,..,409900,3.1,2.06
,,r050,butter,470,70,..,..,409900,3.1,2.06
,,r051,margarine (fat>=40%),320,50,..,..,409900,3.1,2.06
,,r052,margarine (fat<40%),110,30,..,..,409900,3.1,2.06
,,r053,olive oil -- cooking oil -- mayonnaise,330,120,..,..,409900,3.1,2.06
,,r054,fruit and berries,4350,380,1.2,0.1,409900,3.1,2.06
,,r055,apples,570,80,..,..,409900,3.1,2.06
,,r056,pears,160,40,..,..,409900,3.1,2.06
,,r057,bananas,730,100,..,..,409900,3.1,2.06
,,r058,citrus fruits,740,100,..,..,409900,3.1,2.06
,,r059,other fresh fruit,480,100,..,..,409900,3.1,2.06
,,r060,dried fruit,770,130,0.2,0.1,409900,3.1,2.06
,,r061,berries,640,130,..,..,409900,3.1,2.06
,,r062,preserved fruit and fruit based products,150,50,..,..,409900,3.1,2.06
,,r063,others fruit and berries,120,60,..,..,409900,3.1,2.06
,,r064,vegetables,5290,350,1.4,0.1,409900,3.1,2.06
,,r065,leaf and stem vegetables,670,70,..,..,409900,3.1,2.06
,,r066,cabbages -- fresh,180,40,..,..,409900,3.1,2.06
,,r067,vegetables cultivated for their fruit -- fresh ,1780,140,..,..,409900,3.1,2.06
,,r068,onion -- leek -- fresh,290,40,..,..,409900,3.1,2.06
,,r069,mashrooms -- fresh,70,20,..,..,409900,3.1,2.06
,,r070,soups -- vegetabledishes,770,100,..,..,409900,3.1,2.06
,,r071,root crops,310,50,..,..,409900,3.1,2.06
,,r072,potatoes,620,70,..,..,409900,3.1,2.06
,,r073,products of potatoes (french fries -- mashed potatoes),520,90,..,..,409900,3.1,2.06
,,r074,vegetables - unspecified,90,70,..,..,409900,3.1,2.06
,,r075,sugar and sweets,4290,360,1.1,0.1,409900,3.1,2.06
,,r076,sugar -- jam -- honey -- chocolate and confectionery,240,50,..,..,409900,3.1,2.06
,,r077,jams -- marmelade,230,50,..,..,409900,3.1,2.06
,,r078,ice cream,890,140,..,..,409900,3.1,2.06
,,r079,other suger products,2940,280,0.7,0.1,409900,3.1,2.06
,,r080,sauces -- condiments,800,90,..,..,409900,3.1,2.06
,,r081,salt -- spices and culinary herbs,530,80,..,..,409900,3.1,2.06
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,370,70,..,..,409900,3.1,2.06
,,r083,snacks,550,80,..,..,409900,3.1,2.06
,,r084,unspec provisions,2850,1010,0.7,0.3,409900,3.1,2.06
,,r085,non alcoholic beverages,3410,270,0.9,0.1,409900,3.1,2.06
,,r086,fruit- and vegetable juices,680,100,..,..,409900,3.1,2.06
,,r087,soft drinks,1380,180,..,..,409900,3.1,2.06
,,r088,mineral or spring waters,250,50,..,..,409900,3.1,2.06
,,r089,coffee,850,120,..,..,409900,3.1,2.06
,,r090,tee,210,50,..,..,409900,3.1,2.06
,,r091,cacao,40,20,..,..,409900,3.1,2.06
,,r092,dinner out,14400,1790,3.5,0.4,409900,3.1,2.06
,,r093,alcoholic beverages (with low-strength beer),5180,920,1.3,0.2,409900,3.1,2.06
,,r094,tobacco ,2080,720,0.5,0.2,409900,3.1,2.06
,,r095,consumer goods,9610,1020,2.3,0.2,409900,3.1,2.06
,,r096,personal hygiene,5830,820,1.4,0.2,409900,3.1,2.06
,,r097,other consumption purposes,3790,460,0.9,0.1,409900,3.1,2.06
,,r098,domestic services,15920,2190,3.8,0.5,409900,3.1,2.06
,,r099,childminding,3200,650,0.8,0.2,409900,3.1,2.06
,,r100,charge of skill -- other insurance,2850,420,0.7,0.1,409900,3.1,2.06
,,r101,other services,9870,2050,2.2,0.4,409900,3.1,2.06
,,r102,clothing and footwear,20770,3030,4.8,0.7,409900,3.1,2.06
,,r103,clothing,17330,2770,4.0,0.7,409900,3.1,2.06
,,r104, outdoor clothes,4700,1800,1.1,0.4,409900,3.1,2.06
,,r105,other clothes,9260,1690,2.1,0.4,409900,3.1,2.06
,,r106,underwear,1940,400,0.5,0.1,409900,3.1,2.06
,,r107,accessoarer -- hats -- caps -- gloves etc.,630,200,0.2,0.1,409900,3.1,2.06
,,r108,footwear,3440,870,0.8,0.2,409900,3.1,2.06
,,r109,housing,94290,5230,24.5,1.4,409900,3.1,2.06
,,r110,actual rentals for housing (incl. garage),20420,3790,6.1,1.3,409900,3.1,2.06
,,r111,reparations,9790,2790,2.2,0.6,409900,3.1,2.06
,,r112,householder´s comprehensive insurance,2650,200,0.7,0.1,409900,3.1,2.06
,,r113,services associates with housing ,6530,740,1.7,0.2,409900,3.1,2.06
,,r114,electicity -- gas and other fuels ,14090,1200,3.7,0.4,409900,3.1,2.06
,,r115,interests (gross),35000,4010,8.5,1.0,409900,3.1,2.06
,,r116,furnishings -- household equipment and routine maintenance of the house,23460,3030,5.5,0.6,409900,3.1,2.06
,,r117,furniture and furnishings -- carpets and other floor coverings,9690,1660,2.3,0.4,409900,3.1,2.06
,,r118,textile,1980,610,0.5,0.2,409900,3.1,2.06
,,r119,household applience,11790,2000,2.8,0.4,409900,3.1,2.06
,,r120,health and hospital services,8030,1650,2.0,0.4,409900,3.1,2.06
,,r121,transport,74350,8930,16.5,1.4,409900,3.1,2.06
,,r122,purchase of new motor-cars,22090,6250,4.2,1.2,409900,3.1,2.06
,,r123,purchase of other vehicles,5710,2180,1.2,0.4,409900,3.1,2.06
,,r124,operation of motor-cars,35290,5830,8.4,0.9,409900,3.1,2.06
,,r125,interests (motorcars - gross) -- licence duty,3680,940,0.9,0.2,409900,3.1,2.06
,,r126,operation of other vehicles,2210,780,0.5,0.1,409900,3.1,2.06
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),140,80,..,..,409900,3.1,2.06
,,r128,services of transport,5250,1410,1.3,0.3,409900,3.1,2.06
,,r129,leisure time and culture,80440,6240,19.4,1.3,409900,3.1,2.06
,,r130,weekend cottage,4980,1670,1.4,0.5,409900,3.1,2.06
,,r131,radio and tv,4730,820,1.2,0.2,409900,3.1,2.06
,,r132,sport and hobby,9910,2090,2.3,0.5,409900,3.1,2.06
,,r133,watch -- camera -- photographic and cinematographic equipment,2710,1700,0.5,0.2,409900,3.1,2.06
,,r134,holidays -- hotels,25810,3840,6.1,0.9,409900,3.1,2.06
,,r135,other spare time,11410,2140,2.6,0.4,409900,3.1,2.06
,,r136,entertainment,1980,700,0.5,0.2,409900,3.1,2.06
,,r137,books -- newspapers -- television taxes,12250,1230,3.1,0.3,409900,3.1,2.06
,,r138,mobiltelephone (callcharge and subscription fee),2770,360,0.7,0.1,409900,3.1,2.06
,,r139,telephone (callcharge and subscription fee),3890,290,1.0,0.1,409900,3.1,2.06
D10,decil 10,r001,total expenditures,563420,48570,100.0,0.0,412280,3.1,2.07
,,r002,food,55570,3640,10.9,0.8,412280,3.1,2.07
,,r003,bread and cereals,7770,590,1.6,0.1,412280,3.1,2.07
,,r004,rice and products of rice -- of which:,300,60,..,..,412280,3.1,2.07
,,r005,rice,140,40,..,..,412280,3.1,2.07
,,r006,products of rice,160,40,..,..,412280,3.1,2.07
,,r007,pasta products,730,120,..,..,412280,3.1,2.07
,,r008,flour -- grain,1080,170,..,..,412280,3.1,2.07
,,r009,bread -- of which:,3350,280,0.7,0.1,412280,3.1,2.07
,,r010,hard bread,470,70,..,..,412280,3.1,2.07
,,r011,soft white bread,780,120,..,..,412280,3.1,2.07
,,r012,soft brown bread,570,100,..,..,412280,3.1,2.07
,,r013,soft light bread,900,110,..,..,412280,3.1,2.07
,,r014,bread unspecified,630,120,..,..,412280,3.1,2.07
,,r015,pastry-cook products,2310,300,0.5,0.1,412280,3.1,2.07
,,r016,meat,11450,1150,2.2,0.2,412280,3.1,2.07
,,r017,fresh -- chilled or frozen meat of bovine animals,2510,520,0.4,0.1,412280,3.1,2.07
,,r018,fresh -- chilled or frozen meat of pig,1830,300,0.4,0.1,412280,3.1,2.07
,,r019,fresh -- chilled or frozen meat of sheep and goat,630,390,..,..,412280,3.1,2.07
,,r020,fresh -- chilled or frozen meat of poultry,1180,230,..,..,412280,3.1,2.07
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,412280,3.1,2.07
,,r022,dried -- salted or smoked meat of pig,2140,280,0.4,0.1,412280,3.1,2.07
,,r023,dried -- salted or smoked other meats,340,120,..,..,412280,3.1,2.07
,,r024,meat -- sausages and meat of sandwiches,1460,200,..,..,412280,3.1,2.07
,,r025,pastry -- cured meats and provisions,530,210,..,..,412280,3.1,2.07
,,r026,meatdishes,580,170,..,..,412280,3.1,2.07
,,r027,meat - unspecified,240,150,..,..,412280,3.1,2.07
,,r028,fish,4210,600,0.8,0.1,412280,3.1,2.07
,,r029,fresh -- chilled or frozen fish -- of which:,1760,400,0.4,0.1,412280,3.1,2.07
,,r030,codfish,240,70,..,..,412280,3.1,2.07
,,r031,salomonfish,860,210,0.2,0.1,412280,3.1,2.07
,,r032,herring,..,..,..,..,412280,3.1,2.07
,,r033,other fish,370,210,..,..,412280,3.1,2.07
,,r034,seafood,880,280,..,..,412280,3.1,2.07
,,r035,caviar -- roes -- other fishproducts,270,80,..,..,412280,3.1,2.07
,,r036,fish and seafood dishes,1260,210,0.2,0.1,412280,3.1,2.07
,,r037,fish and seafood - unspecified,260,220,..,..,412280,3.1,2.07
,,r038,milk -- cheese and eggs,8350,630,1.7,0.2,412280,3.1,2.07
,,r039,milk (fat >=1 --5%),380,90,..,..,412280,3.1,2.07
,,r040,low fat milk (fat <1 --5%),1370,170,..,..,412280,3.1,2.07
,,r041,preserved milk,50,20,..,..,412280,3.1,2.07
,,r042,yoghurt and sour milk,1500,150,..,..,412280,3.1,2.07
,,r043,cream -- sour cream (fat>=29%),410,60,..,..,412280,3.1,2.07
,,r044,cream -- sour cream (fat<29%),500,70,..,..,412280,3.1,2.07
,,r045,cheese (fat >=17%),2180,250,0.4,0.1,412280,3.1,2.07
,,r046,cheese (fat <17%),1330,170,..,..,412280,3.1,2.07
,,r047,eggs,630,80,..,..,412280,3.1,2.07
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,412280,3.1,2.07
,,r049,oils and fats,1470,200,..,..,412280,3.1,2.07
,,r050,butter,600,100,..,..,412280,3.1,2.07
,,r051,margarine (fat>=40%),270,60,..,..,412280,3.1,2.07
,,r052,margarine (fat<40%),100,30,..,..,412280,3.1,2.07
,,r053,olive oil -- cooking oil -- mayonnaise,490,170,..,..,412280,3.1,2.07
,,r054,fruit and berries,4790,480,1.0,0.1,412280,3.1,2.07
,,r055,apples,610,110,..,..,412280,3.1,2.07
,,r056,pears,140,40,..,..,412280,3.1,2.07
,,r057,bananas,700,120,..,..,412280,3.1,2.07
,,r058,citrus fruits,820,120,..,..,412280,3.1,2.07
,,r059,other fresh fruit,610,120,..,..,412280,3.1,2.07
,,r060,dried fruit,830,150,..,..,412280,3.1,2.07
,,r061,berries,760,160,..,..,412280,3.1,2.07
,,r062,preserved fruit and fruit based products,170,60,..,..,412280,3.1,2.07
,,r063,others fruit and berries,140,60,..,..,412280,3.1,2.07
,,r064,vegetables,6290,580,1.3,0.1,412280,3.1,2.07
,,r065,leaf and stem vegetables,780,120,..,..,412280,3.1,2.07
,,r066,cabbages -- fresh,240,50,..,..,412280,3.1,2.07
,,r067,vegetables cultivated for their fruit -- fresh ,2110,230,0.4,0.1,412280,3.1,2.07
,,r068,onion -- leek -- fresh,290,40,..,..,412280,3.1,2.07
,,r069,mashrooms -- fresh,170,70,..,..,412280,3.1,2.07
,,r070,soups -- vegetabledishes,980,170,..,..,412280,3.1,2.07
,,r071,root crops,490,90,..,..,412280,3.1,2.07
,,r072,potatoes,560,80,..,..,412280,3.1,2.07
,,r073,products of potatoes (french fries -- mashed potatoes),460,100,..,..,412280,3.1,2.07
,,r074,vegetables - unspecified,200,150,..,..,412280,3.1,2.07
,,r075,sugar and sweets,4790,440,1.0,0.1,412280,3.1,2.07
,,r076,sugar -- jam -- honey -- chocolate and confectionery,270,70,..,..,412280,3.1,2.07
,,r077,jams -- marmelade,300,60,..,..,412280,3.1,2.07
,,r078,ice cream,820,140,..,..,412280,3.1,2.07
,,r079,other suger products,3400,350,0.7,0.1,412280,3.1,2.07
,,r080,sauces -- condiments,900,120,..,..,412280,3.1,2.07
,,r081,salt -- spices and culinary herbs,690,110,..,..,412280,3.1,2.07
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,390,90,..,..,412280,3.1,2.07
,,r083,snacks,590,90,..,..,412280,3.1,2.07
,,r084,unspec provisions,3880,2700,0.5,0.2,412280,3.1,2.07
,,r085,non alcoholic beverages,3880,410,0.8,0.1,412280,3.1,2.07
,,r086,fruit- and vegetable juices,870,130,..,..,412280,3.1,2.07
,,r087,soft drinks,1560,250,0.3,0.1,412280,3.1,2.07
,,r088,mineral or spring waters,350,70,..,..,412280,3.1,2.07
,,r089,coffee,800,140,..,..,412280,3.1,2.07
,,r090,tee,260,80,..,..,412280,3.1,2.07
,,r091,cacao,40,20,..,..,412280,3.1,2.07
,,r092,dinner out,25580,5340,4.7,0.8,412280,3.1,2.07
,,r093,alcoholic beverages (with low-strength beer),8370,1500,1.4,0.3,412280,3.1,2.07
,,r094,tobacco ,1700,700,0.4,0.2,412280,3.1,2.07
,,r095,consumer goods,10000,1250,1.9,0.2,412280,3.1,2.07
,,r096,personal hygiene,5830,940,1.1,0.2,412280,3.1,2.07
,,r097,other consumption purposes,4170,600,0.8,0.1,412280,3.1,2.07
,,r098,domestic services,22790,6740,3.7,0.7,412280,3.1,2.07
,,r099,childminding,3550,910,0.7,0.2,412280,3.1,2.07
,,r100,charge of skill -- other insurance,5020,3080,0.8,0.3,412280,3.1,2.07
,,r101,other services,14220,5850,2.1,0.6,412280,3.1,2.07
,,r102,clothing and footwear,37000,11360,6.3,1.5,412280,3.1,2.07
,,r103,clothing,32450,11310,5.5,1.5,412280,3.1,2.07
,,r104, outdoor clothes,8180,4000,1.3,0.6,412280,3.1,2.07
,,r105,other clothes,19090,7800,3.2,1.0,412280,3.1,2.07
,,r106,underwear,2600,590,0.5,0.1,412280,3.1,2.07
,,r107,accessoarer -- hats -- caps -- gloves etc.,1650,630,0.3,0.1,412280,3.1,2.07
,,r108,footwear,4550,1190,0.9,0.2,412280,3.1,2.07
,,r109,housing,111620,7320,21.9,1.3,412280,3.1,2.07
,,r110,actual rentals for housing (incl. garage),20060,4540,4.2,1.0,412280,3.1,2.07
,,r111,reparations,9350,2500,1.7,0.4,412280,3.1,2.07
,,r112,householder´s comprehensive insurance,3840,460,0.8,0.1,412280,3.1,2.07
,,r113,services associates with housing ,7490,820,1.6,0.2,412280,3.1,2.07
,,r114,electicity -- gas and other fuels ,17320,1520,3.6,0.5,412280,3.1,2.07
,,r115,interests (gross),46960,6050,8.6,1.0,412280,3.1,2.07
,,r116,furnishings -- household equipment and routine maintenance of the house,40070,13660,6.3,1.0,412280,3.1,2.07
,,r117,furniture and furnishings -- carpets and other floor coverings,21470,13080,3.0,0.8,412280,3.1,2.07
,,r118,textile,2190,680,0.4,0.1,412280,3.1,2.07
,,r119,household applience,16410,3690,2.8,0.6,412280,3.1,2.07
,,r120,health and hospital services,8610,1800,1.7,0.4,412280,3.1,2.07
,,r121,transport,85060,13470,16.4,2.7,412280,3.1,2.07
,,r122,purchase of new motor-cars,27860,11450,5.6,2.8,412280,3.1,2.07
,,r123,purchase of other vehicles,5170,2090,1.0,0.4,412280,3.1,2.07
,,r124,operation of motor-cars,37370,4720,7.2,0.7,412280,3.1,2.07
,,r125,interests (motorcars - gross) -- licence duty,3310,710,0.6,0.1,412280,3.1,2.07
,,r126,operation of other vehicles,2360,1170,0.4,0.2,412280,3.1,2.07
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),130,80,..,..,412280,3.1,2.07
,,r128,services of transport,8860,4200,1.6,0.6,412280,3.1,2.07
,,r129,leisure time and culture,108410,11270,19.1,1.4,412280,3.1,2.07
,,r130,weekend cottage,8610,3230,1.2,0.4,412280,3.1,2.07
,,r131,radio and tv,7140,2350,1.2,0.2,412280,3.1,2.07
,,r132,sport and hobby,14350,3740,2.4,0.5,412280,3.1,2.07
,,r133,watch -- camera -- photographic and cinematographic equipment,5210,3410,0.8,0.3,412280,3.1,2.07
,,r134,holidays -- hotels,34710,5930,6.2,1.0,412280,3.1,2.07
,,r135,other spare time,13290,2760,2.4,0.4,412280,3.1,2.07
,,r136,entertainment,2750,730,0.6,0.2,412280,3.1,2.07
,,r137,books -- newspapers -- television taxes,15460,2640,3.0,0.4,412280,3.1,2.07
,,r138,mobiltelephone (callcharge and subscription fee),2990,440,0.6,0.1,412280,3.1,2.07
,,r139,telephone (callcharge and subscription fee),3890,250,0.8,0.1,412280,3.1,2.07
TOT,all households,r001,total expenditures,295040,8410,100.0,0.0,3984880,2.1,1.58
,,r002,food,34130,880,13.0,0.4,3984880,2.1,1.58
,,r003,bread and cereals,5530,180,2.2,0.1,3984880,2.1,1.58
,,r004,rice and products of rice -- of which:,240,20,..,..,3984880,2.1,1.58
,,r005,rice,120,20,..,..,3984880,2.1,1.58
,,r006,products of rice,120,20,..,..,3984880,2.1,1.58
,,r007,pasta products,400,30,..,..,3984880,2.1,1.58
,,r008,flour -- grain,730,70,..,..,3984880,2.1,1.58
,,r009,bread -- of which:,2360,80,..,..,3984880,2.1,1.58
,,r010,hard bread,340,30,..,..,3984880,2.1,1.58
,,r011,soft white bread,540,30,..,..,3984880,2.1,1.58
,,r012,soft brown bread,410,30,..,..,3984880,2.1,1.58
,,r013,soft light bread,640,40,..,..,3984880,2.1,1.58
,,r014,bread unspecified,430,40,..,..,3984880,2.1,1.58
,,r015,pastry-cook products,1810,110,0.7,0.1,3984880,2.1,1.58
,,r016,meat,6750,260,2.6,0.1,3984880,2.1,1.58
,,r017,fresh -- chilled or frozen meat of bovine animals,980,90,..,..,3984880,2.1,1.58
,,r018,fresh -- chilled or frozen meat of pig,1200,80,..,..,3984880,2.1,1.58
,,r019,fresh -- chilled or frozen meat of sheep and goat,220,60,..,..,3984880,2.1,1.58
,,r020,fresh -- chilled or frozen meat of poultry,770,70,..,..,3984880,2.1,1.58
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,3984880,2.1,1.58
,,r022,dried -- salted or smoked meat of pig,1390,80,..,..,3984880,2.1,1.58
,,r023,dried -- salted or smoked other meats,230,30,..,..,3984880,2.1,1.58
,,r024,meat -- sausages and meat of sandwiches,1060,60,..,..,3984880,2.1,1.58
,,r025,pastry -- cured meats and provisions,370,50,..,..,3984880,2.1,1.58
,,r026,meatdishes,390,50,..,..,3984880,2.1,1.58
,,r027,meat - unspecified,130,40,..,..,3984880,2.1,1.58
,,r028,fish,2120,130,0.8,0.1,3984880,2.1,1.58
,,r029,fresh -- chilled or frozen fish -- of which:,850,80,..,..,3984880,2.1,1.58
,,r030,codfish,160,30,..,..,3984880,2.1,1.58
,,r031,salomonfish,400,50,..,..,3984880,2.1,1.58
,,r032,herring,20,10,..,..,3984880,2.1,1.58
,,r033,other fish,180,30,..,..,3984880,2.1,1.58
,,r034,seafood,350,60,..,..,3984880,2.1,1.58
,,r035,caviar -- roes -- other fishproducts,160,20,..,..,3984880,2.1,1.58
,,r036,fish and seafood dishes,750,60,..,..,3984880,2.1,1.58
,,r037,fish and seafood - unspecified,80,40,..,..,3984880,2.1,1.58
,,r038,milk -- cheese and eggs,5630,170,2.2,0.1,3984880,2.1,1.58
,,r039,milk (fat >=1 --5%),350,30,..,..,3984880,2.1,1.58
,,r040,low fat milk (fat <1 --5%),910,50,..,..,3984880,2.1,1.58
,,r041,preserved milk,40,10,..,..,3984880,2.1,1.58
,,r042,yoghurt and sour milk,910,50,..,..,3984880,2.1,1.58
,,r043,cream -- sour cream (fat>=29%),300,20,..,..,3984880,2.1,1.58
,,r044,cream -- sour cream (fat<29%),350,20,..,..,3984880,2.1,1.58
,,r045,cheese (fat >=17%),1470,80,..,..,3984880,2.1,1.58
,,r046,cheese (fat <17%),780,50,..,..,3984880,2.1,1.58
,,r047,eggs,500,30,..,..,3984880,2.1,1.58
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,3984880,2.1,1.58
,,r049,oils and fats,980,60,..,..,3984880,2.1,1.58
,,r050,butter,390,30,..,..,3984880,2.1,1.58
,,r051,margarine (fat>=40%),230,20,..,..,3984880,2.1,1.58
,,r052,margarine (fat<40%),100,10,..,..,3984880,2.1,1.58
,,r053,olive oil -- cooking oil -- mayonnaise,260,40,..,..,3984880,2.1,1.58
,,r054,fruit and berries,2920,120,1.1,0.1,3984880,2.1,1.58
,,r055,apples,380,30,..,..,3984880,2.1,1.58
,,r056,pears,120,10,..,..,3984880,2.1,1.58
,,r057,bananas,460,30,..,..,3984880,2.1,1.58
,,r058,citrus fruits,490,30,..,..,3984880,2.1,1.58
,,r059,other fresh fruit,330,30,..,..,3984880,2.1,1.58
,,r060,dried fruit,500,40,..,..,3984880,2.1,1.58
,,r061,berries,450,40,..,..,3984880,2.1,1.58
,,r062,preserved fruit and fruit based products,110,20,..,..,3984880,2.1,1.58
,,r063,others fruit and berries,80,20,..,..,3984880,2.1,1.58
,,r064,vegetables,3860,140,1.5,0.1,3984880,2.1,1.58
,,r065,leaf and stem vegetables,440,30,..,..,3984880,2.1,1.58
,,r066,cabbages -- fresh,140,10,..,..,3984880,2.1,1.58
,,r067,vegetables cultivated for their fruit -- fresh ,1270,60,..,..,3984880,2.1,1.58
,,r068,onion -- leek -- fresh,200,10,..,..,3984880,2.1,1.58
,,r069,mashrooms -- fresh,70,10,..,..,3984880,2.1,1.58
,,r070,soups -- vegetabledishes,600,40,..,..,3984880,2.1,1.58
,,r071,root crops,250,20,..,..,3984880,2.1,1.58
,,r072,potatoes,440,30,..,..,3984880,2.1,1.58
,,r073,products of potatoes (french fries -- mashed potatoes),350,30,..,..,3984880,2.1,1.58
,,r074,vegetables - unspecified,90,30,..,..,3984880,2.1,1.58
,,r075,sugar and sweets,3140,120,..,..,3984880,2.1,1.58
,,r076,sugar -- jam -- honey -- chocolate and confectionery,220,20,..,..,3984880,2.1,1.58
,,r077,jams -- marmelade,190,20,..,..,3984880,2.1,1.58
,,r078,ice cream,600,50,..,..,3984880,2.1,1.58
,,r079,other suger products,2130,90,..,..,3984880,2.1,1.58
,,r080,sauces -- condiments,550,30,..,..,3984880,2.1,1.58
,,r081,salt -- spices and culinary herbs,360,30,..,..,3984880,2.1,1.58
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,290,30,..,..,3984880,2.1,1.58
,,r083,snacks,380,30,..,..,3984880,2.1,1.58
,,r084,unspec provisions,1590,380,0.5,0.1,3984880,2.1,1.58
,,r085,non alcoholic beverages,2660,110,1.0,0.1,3984880,2.1,1.58
,,r086,fruit- and vegetable juices,470,30,..,..,3984880,2.1,1.58
,,r087,soft drinks,1140,70,..,..,3984880,2.1,1.58
,,r088,mineral or spring waters,210,20,..,..,3984880,2.1,1.58
,,r089,coffee,650,50,..,..,3984880,2.1,1.58
,,r090,tee,160,20,..,..,3984880,2.1,1.58
,,r091,cacao,30,10,..,..,3984880,2.1,1.58
,,r092,dinner out,10470,820,3.3,0.2,3984880,2.1,1.58
,,r093,alcoholic beverages (with low-strength beer),3930,320,1.4,0.1,3984880,2.1,1.58
,,r094,tobacco ,2210,270,1.0,0.1,3984880,2.1,1.58
,,r095,consumer goods,5890,320,2.0,0.1,3984880,2.1,1.58
,,r096,personal hygiene,3370,230,1.1,0.1,3984880,2.1,1.58
,,r097,other consumption purposes,2520,170,0.9,0.1,3984880,2.1,1.58
,,r098,domestic services,10250,970,2.9,0.2,3984880,2.1,1.58
,,r099,childminding,1590,130,..,..,3984880,2.1,1.58
,,r100,charge of skill -- other insurance,1860,350,0.5,0.1,3984880,2.1,1.58
,,r101,other services,6810,880,2.0,0.2,3984880,2.1,1.58
,,r102,clothing and footwear,14900,1550,4.4,0.4,3984880,2.1,1.58
,,r103,clothing,12570,1500,3.6,0.3,3984880,2.1,1.58
,,r104, outdoor clothes,2960,640,0.8,0.1,3984880,2.1,1.58
,,r105,other clothes,7270,1030,2.1,0.2,3984880,2.1,1.58
,,r106,underwear,1280,150,0.4,0.1,3984880,2.1,1.58
,,r107,accessoarer -- hats -- caps -- gloves etc.,540,120,..,..,3984880,2.1,1.58
,,r108,footwear,2320,290,0.7,0.1,3984880,2.1,1.58
,,r109,housing,73340,1800,29.2,0.7,3984880,2.1,1.58
,,r110,actual rentals for housing (incl. garage),29660,1290,15.1,0.8,3984880,2.1,1.58
,,r111,reparations,5470,810,1.5,0.2,3984880,2.1,1.58
,,r112,householder´s comprehensive insurance,2030,90,..,..,3984880,2.1,1.58
,,r113,services associates with housing ,4320,290,1.6,0.1,3984880,2.1,1.58
,,r114,electicity -- gas and other fuels ,10340,460,3.9,0.2,3984880,2.1,1.58
,,r115,interests (gross),18380,1200,5.3,0.4,3984880,2.1,1.58
,,r116,furnishings -- household equipment and routine maintenance of the house,17300,1930,4.9,0.3,3984880,2.1,1.58
,,r117,furniture and furnishings -- carpets and other floor coverings,7630,1480,2.1,0.2,3984880,2.1,1.58
,,r118,textile,1180,180,0.4,0.1,3984880,2.1,1.58
,,r119,household applience,8490,1120,2.4,0.2,3984880,2.1,1.58
,,r120,health and hospital services,6580,810,2.2,0.3,3984880,2.1,1.58
,,r121,transport,50250,3100,14.8,0.7,3984880,2.1,1.58
,,r122,purchase of new motor-cars,15240,2240,3.5,0.6,3984880,2.1,1.58
,,r123,purchase of other vehicles,2530,620,0.6,0.2,3984880,2.1,1.58
,,r124,operation of motor-cars,24980,1690,8.1,0.4,3984880,2.1,1.58
,,r125,interests (motorcars - gross) -- licence duty,2140,170,..,..,3984880,2.1,1.58
,,r126,operation of other vehicles,1030,200,0.3,0.1,3984880,2.1,1.58
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),100,40,..,..,3984880,2.1,1.58
,,r128,services of transport,4250,600,1.5,0.2,3984880,2.1,1.58
,,r129,leisure time and culture,55120,2750,18.3,0.6,3984880,2.1,1.58
,,r130,weekend cottage,3460,560,1.1,0.2,3984880,2.1,1.58
