Decile ID,Decile,Good ID,Good,Expenditures,Expenditures -- margin of error,Share,Share of margin of error,Calculated population size,Average number of persons,Average number of consumer units
,,r102,clothing and footwear,6160,2030,3.1,0.9,406870,1.4,1.19
,,r103,clothing,4940,1760,2.5,0.8,406870,1.4,1.19
,,r104, outdoor clothes,490,300,0.2,0.1,406870,1.4,1.19
,,r105,other clothes,3110,1420,1.6,0.6,406870,1.4,1.19
,,r106,underwear,680,500,0.3,0.2,406870,1.4,1.19
,,r107,accessoarer -- hats -- caps -- gloves etc.,400,350,0.2,0.1,406870,1.4,1.19
,,r108,footwear,1220,730,0.7,0.4,406870,1.4,1.19
,,r109,housing,52240,3430,32.1,2.4,406870,1.4,1.19
,,r110,actual rentals for housing (incl. garage),36570,3850,23.3,2.7,406870,1.4,1.19
,,r111,reparations,..,..,0.6,0.5,406870,1.4,1.19
,,r112,householder´s comprehensive insurance,1140,200,0.7,0.1,406870,1.4,1.19
,,r113,services associates with housing ,1800,720,1.0,0.5,406870,1.4,1.19
,,r114,electicity -- gas and other fuels ,5130,1160,3.1,0.8,406870,1.4,1.19
,,r115,interests (gross),4970,2060,2.6,1.1,406870,1.4,1.19
,,r116,furnishings -- household equipment and routine maintenance of the house,8630,3160,4.4,1.5,406870,1.4,1.19
,,r117,furniture and furnishings -- carpets and other floor coverings,4080,1970,2.0,0.9,406870,1.4,1.19
,,r118,textile,1080,800,0.6,0.5,406870,1.4,1.19
,,r119,household applience,3470,1430,1.8,0.6,406870,1.4,1.19
,,r120,health and hospital services,4910,3090,2.7,1.4,406870,1.4,1.19
,,r121,transport,29230,8880,13.3,2.6,406870,1.4,1.19
,,r122,purchase of new motor-cars,9270,6420,2.7,1.6,406870,1.4,1.19
,,r123,purchase of other vehicles,400,270,0.3,0.2,406870,1.4,1.19
,,r124,operation of motor-cars,15370,4810,7.9,2.1,406870,1.4,1.19
,,r125,interests (motorcars - gross) -- licence duty,1460,390,0.8,0.2,406870,1.4,1.19
,,r126,operation of other vehicles,420,370,..,..,406870,1.4,1.19
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,406870,1.4,1.19
,,r128,services of transport,2300,800,1.3,0.5,406870,1.4,1.19
,,r129,leisure time and culture,38780,16400,18.3,2.1,406870,1.4,1.19
,,r130,weekend cottage,2760,1660,1.7,1.0,406870,1.4,1.19
,,r131,radio and tv,2230,810,1.4,0.4,406870,1.4,1.19
,,r132,sport and hobby,..,..,1.8,1.0,406870,1.4,1.19
,,r133,watch -- camera -- photographic and cinematographic equipment,..,..,0.3,0.2,406870,1.4,1.19
,,r134,holidays -- hotels,6440,2240,3.9,1.5,406870,1.4,1.19
,,r135,other spare time,4000,1140,2.5,0.7,406870,1.4,1.19
,,r136,entertainment,590,340,0.3,0.2,406870,1.4,1.19
,,r137,books -- newspapers -- television taxes,6620,1550,3.8,0.7,406870,1.4,1.19
,,r138,mobiltelephone (callcharge and subscription fee),1970,500,1.2,0.3,406870,1.4,1.19
,,r139,telephone (callcharge and subscription fee),2410,350,1.5,0.2,406870,1.4,1.19
D4,decil 4,r001,total expenditures,219070,18860,100.0,0.0,406200,1.7,1.35
,,r002,food,27560,2360,13.5,1.1,406200,1.7,1.35
,,r003,bread and cereals,4660,570,2.4,0.3,406200,1.7,1.35
,,r004,rice and products of rice -- of which:,160,100,..,..,406200,1.7,1.35
,,r005,rice,110,100,..,..,406200,1.7,1.35
,,r006,products of rice,50,30,..,..,406200,1.7,1.35
,,r007,pasta products,220,80,..,..,406200,1.7,1.35
,,r008,flour -- grain,660,390,0.4,0.3,406200,1.7,1.35
,,r009,bread -- of which:,2030,220,1.0,0.1,406200,1.7,1.35
,,r010,hard bread,300,70,..,..,406200,1.7,1.35
,,r011,soft white bread,380,80,..,..,406200,1.7,1.35
,,r012,soft brown bread,350,90,0.2,0.1,406200,1.7,1.35
,,r013,soft light bread,640,130,0.3,0.1,406200,1.7,1.35
,,r014,bread unspecified,360,100,0.2,0.1,406200,1.7,1.35
,,r015,pastry-cook products,1590,330,0.8,0.2,406200,1.7,1.35
,,r016,meat,5590,860,2.7,0.4,406200,1.7,1.35
,,r017,fresh -- chilled or frozen meat of bovine animals,720,240,0.3,0.1,406200,1.7,1.35
,,r018,fresh -- chilled or frozen meat of pig,1000,240,0.5,0.1,406200,1.7,1.35
,,r019,fresh -- chilled or frozen meat of sheep and goat,..,..,..,..,406200,1.7,1.35
,,r020,fresh -- chilled or frozen meat of poultry,390,130,0.2,0.1,406200,1.7,1.35
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,406200,1.7,1.35
,,r022,dried -- salted or smoked meat of pig,1320,240,0.6,0.1,406200,1.7,1.35
,,r023,dried -- salted or smoked other meats,180,70,..,..,406200,1.7,1.35
,,r024,meat -- sausages and meat of sandwiches,1070,270,0.5,0.2,406200,1.7,1.35
,,r025,pastry -- cured meats and provisions,350,150,0.2,0.1,406200,1.7,1.35
,,r026,meatdishes,230,110,..,..,406200,1.7,1.35
,,r027,meat - unspecified,..,..,..,..,406200,1.7,1.35
,,r028,fish,1520,300,0.7,0.1,406200,1.7,1.35
,,r029,fresh -- chilled or frozen fish -- of which:,620,190,0.3,0.1,406200,1.7,1.35
,,r030,codfish,170,120,..,..,406200,1.7,1.35
,,r031,salomonfish,250,110,..,..,406200,1.7,1.35
,,r032,herring,..,..,..,..,406200,1.7,1.35
,,r033,other fish,60,40,..,..,406200,1.7,1.35
,,r034,seafood,150,60,..,..,406200,1.7,1.35
,,r035,caviar -- roes -- other fishproducts,110,40,..,..,406200,1.7,1.35
,,r036,fish and seafood dishes,650,170,0.3,0.1,406200,1.7,1.35
,,r037,fish and seafood - unspecified,110,90,..,..,406200,1.7,1.35
,,r038,milk -- cheese and eggs,4690,490,2.3,0.2,406200,1.7,1.35
,,r039,milk (fat >=1 --5%),350,100,0.2,0.1,406200,1.7,1.35
,,r040,low fat milk (fat <1 --5%),820,160,0.4,0.1,406200,1.7,1.35
,,r041,preserved milk,60,40,..,..,406200,1.7,1.35
,,r042,yoghurt and sour milk,810,160,0.4,0.1,406200,1.7,1.35
,,r043,cream -- sour cream (fat>=29%),230,60,..,..,406200,1.7,1.35
,,r044,cream -- sour cream (fat<29%),280,70,..,..,406200,1.7,1.35
,,r045,cheese (fat >=17%),1170,210,0.6,0.1,406200,1.7,1.35
,,r046,cheese (fat <17%),520,130,0.3,0.1,406200,1.7,1.35
,,r047,eggs,450,80,..,..,406200,1.7,1.35
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,406200,1.7,1.35
,,r049,oils and fats,840,130,0.4,0.1,406200,1.7,1.35
,,r050,butter,340,80,..,..,406200,1.7,1.35
,,r051,margarine (fat>=40%),220,50,..,..,406200,1.7,1.35
,,r052,margarine (fat<40%),100,40,..,..,406200,1.7,1.35
,,r053,olive oil -- cooking oil -- mayonnaise,170,70,..,..,406200,1.7,1.35
,,r054,fruit and berries,2550,420,1.3,0.3,406200,1.7,1.35
,,r055,apples,330,80,..,..,406200,1.7,1.35
,,r056,pears,100,40,..,..,406200,1.7,1.35
,,r057,bananas,380,90,..,..,406200,1.7,1.35
,,r058,citrus fruits,490,140,0.2,0.1,406200,1.7,1.35
,,r059,other fresh fruit,240,60,..,..,406200,1.7,1.35
,,r060,dried fruit,480,170,0.3,0.1,406200,1.7,1.35
,,r061,berries,400,150,0.2,0.1,406200,1.7,1.35
,,r062,preserved fruit and fruit based products,100,80,..,..,406200,1.7,1.35
,,r063,others fruit and berries,40,30,..,..,406200,1.7,1.35
,,r064,vegetables,2920,340,1.5,0.2,406200,1.7,1.35
,,r065,leaf and stem vegetables,270,70,..,..,406200,1.7,1.35
,,r066,cabbages -- fresh,120,40,..,..,406200,1.7,1.35
,,r067,vegetables cultivated for their fruit -- fresh ,1030,170,0.5,0.1,406200,1.7,1.35
,,r068,onion -- leek -- fresh,130,30,..,..,406200,1.7,1.35
,,r069,mashrooms -- fresh,..,..,..,..,406200,1.7,1.35
,,r070,soups -- vegetabledishes,450,100,0.3,0.1,406200,1.7,1.35
,,r071,root crops,210,70,..,..,406200,1.7,1.35
,,r072,potatoes,350,90,..,..,406200,1.7,1.35
,,r073,products of potatoes (french fries -- mashed potatoes),300,90,..,..,406200,1.7,1.35
,,r074,vegetables - unspecified,..,..,..,..,406200,1.7,1.35
,,r075,sugar and sweets,2690,390,1.2,0.2,406200,1.7,1.35
,,r076,sugar -- jam -- honey -- chocolate and confectionery,260,90,..,..,406200,1.7,1.35
,,r077,jams -- marmelade,150,50,..,..,406200,1.7,1.35
,,r078,ice cream,560,200,0.2,0.1,406200,1.7,1.35
,,r079,other suger products,1720,280,0.8,0.1,406200,1.7,1.35
,,r080,sauces -- condiments,390,80,..,..,406200,1.7,1.35
,,r081,salt -- spices and culinary herbs,240,70,..,..,406200,1.7,1.35
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,220,70,..,..,406200,1.7,1.35
,,r083,snacks,290,120,..,..,406200,1.7,1.35
,,r084,unspec provisions,930,770,0.4,0.3,406200,1.7,1.35
,,r085,non alcoholic beverages,2400,340,1.2,0.2,406200,1.7,1.35
,,r086,fruit- and vegetable juices,350,90,..,..,406200,1.7,1.35
,,r087,soft drinks,1140,270,0.6,0.2,406200,1.7,1.35
,,r088,mineral or spring waters,170,70,..,..,406200,1.7,1.35
,,r089,coffee,610,150,0.3,0.1,406200,1.7,1.35
,,r090,tee,110,70,..,..,406200,1.7,1.35
,,r091,cacao,..,..,..,..,406200,1.7,1.35
,,r092,dinner out,7050,1900,3.2,0.8,406200,1.7,1.35
,,r093,alcoholic beverages (with low-strength beer),3200,930,1.4,0.4,406200,1.7,1.35
,,r094,tobacco ,2220,780,1.1,0.4,406200,1.7,1.35
,,r095,consumer goods,4040,730,1.9,0.3,406200,1.7,1.35
,,r096,personal hygiene,2010,510,0.9,0.2,406200,1.7,1.35
,,r097,other consumption purposes,2030,380,1.0,0.2,406200,1.7,1.35
,,r098,domestic services,6530,2160,2.8,0.9,406200,1.7,1.35
,,r099,childminding,360,190,0.2,0.1,406200,1.7,1.35
,,r100,charge of skill -- other insurance,820,220,0.4,0.1,406200,1.7,1.35
,,r101,other services,5350,2150,2.3,0.9,406200,1.7,1.35
,,r102,clothing and footwear,11740,3830,4.5,1.3,406200,1.7,1.35
,,r103,clothing,9540,3540,3.8,1.2,406200,1.7,1.35
,,r104, outdoor clothes,2190,1400,0.9,0.5,406200,1.7,1.35
,,r105,other clothes,5240,2180,2.0,0.7,406200,1.7,1.35
,,r106,underwear,1250,600,0.5,0.2,406200,1.7,1.35
,,r107,accessoarer -- hats -- caps -- gloves etc.,..,..,..,..,406200,1.7,1.35
,,r108,footwear,2200,1090,0.7,0.4,406200,1.7,1.35
,,r109,housing,59670,3800,30.1,2.4,406200,1.7,1.35
,,r110,actual rentals for housing (incl. garage),34950,4290,18.8,2.6,406200,1.7,1.35
,,r111,reparations,2440,1030,1.1,0.5,406200,1.7,1.35
,,r112,householder´s comprehensive insurance,1810,320,0.9,0.2,406200,1.7,1.35
,,r113,services associates with housing ,3190,970,1.4,0.5,406200,1.7,1.35
,,r114,electicity -- gas and other fuels ,7990,1420,3.8,0.7,406200,1.7,1.35
,,r115,interests (gross),7560,2340,3.3,1.0,406200,1.7,1.35
,,r116,furnishings -- household equipment and routine maintenance of the house,12030,4170,4.6,1.1,406200,1.7,1.35
,,r117,furniture and furnishings -- carpets and other floor coverings,3870,1380,1.5,0.5,406200,1.7,1.35
,,r118,textile,750,410,0.3,0.2,406200,1.7,1.35
,,r119,household applience,7420,3400,2.8,0.8,406200,1.7,1.35
,,r120,health and hospital services,5130,2600,1.9,0.7,406200,1.7,1.35
,,r121,transport,33520,7700,13.3,2.3,406200,1.7,1.35
,,r122,purchase of new motor-cars,6080,4550,..,..,406200,1.7,1.35
,,r123,purchase of other vehicles,3790,3730,..,..,406200,1.7,1.35
,,r124,operation of motor-cars,17850,3290,8.1,1.6,406200,1.7,1.35
,,r125,interests (motorcars - gross) -- licence duty,1550,250,0.7,0.1,406200,1.7,1.35
,,r126,operation of other vehicles,770,520,0.3,0.2,406200,1.7,1.35
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,406200,1.7,1.35
,,r128,services of transport,3360,1690,1.3,0.5,406200,1.7,1.35
,,r129,leisure time and culture,42430,7210,18.2,2.1,406200,1.7,1.35
,,r130,weekend cottage,3480,2480,1.5,0.9,406200,1.7,1.35
,,r131,radio and tv,3220,1230,1.3,0.4,406200,1.7,1.35
,,r132,sport and hobby,5970,4540,2.2,1.3,406200,1.7,1.35
,,r133,watch -- camera -- photographic and cinematographic equipment,..,..,..,..,406200,1.7,1.35
,,r134,holidays -- hotels,7450,2020,3.1,0.9,406200,1.7,1.35
,,r135,other spare time,5200,1230,2.2,0.5,406200,1.7,1.35
,,r136,entertainment,1500,820,0.7,0.4,406200,1.7,1.35
,,r137,books -- newspapers -- television taxes,8610,1250,4.2,0.6,406200,1.7,1.35
,,r138,mobiltelephone (callcharge and subscription fee),1840,680,0.8,0.4,406200,1.7,1.35
,,r139,telephone (callcharge and subscription fee),2940,300,1.6,0.2,406200,1.7,1.35
D5,decil 5,r001,total expenditures,245680,15550,100.0,0.0,409270,1.8,1.38
,,r002,food,28430,2960,12.6,1.3,409270,1.8,1.38
,,r003,bread and cereals,4340,590,2.0,0.3,409270,1.8,1.38
,,r004,rice and products of rice -- of which:,170,60,..,..,409270,1.8,1.38
,,r005,rice,90,50,..,..,409270,1.8,1.38
,,r006,products of rice,80,40,..,..,409270,1.8,1.38
,,r007,pasta products,220,70,..,..,409270,1.8,1.38
,,r008,flour -- grain,440,100,..,..,409270,1.8,1.38
,,r009,bread -- of which:,1840,340,0.8,0.2,409270,1.8,1.38
,,r010,hard bread,360,160,0.2,0.1,409270,1.8,1.38
,,r011,soft white bread,350,80,..,..,409270,1.8,1.38
,,r012,soft brown bread,290,100,..,..,409270,1.8,1.38
,,r013,soft light bread,520,140,..,..,409270,1.8,1.38
,,r014,bread unspecified,320,90,0.2,0.1,409270,1.8,1.38
,,r015,pastry-cook products,1670,320,0.8,0.2,409270,1.8,1.38
,,r016,meat,5170,740,2.2,0.3,409270,1.8,1.38
,,r017,fresh -- chilled or frozen meat of bovine animals,570,200,0.2,0.1,409270,1.8,1.38
,,r018,fresh -- chilled or frozen meat of pig,970,280,0.4,0.1,409270,1.8,1.38
,,r019,fresh -- chilled or frozen meat of sheep and goat,70,50,..,..,409270,1.8,1.38
,,r020,fresh -- chilled or frozen meat of poultry,540,160,0.2,0.1,409270,1.8,1.38
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,409270,1.8,1.38
,,r022,dried -- salted or smoked meat of pig,1190,290,0.6,0.1,409270,1.8,1.38
,,r023,dried -- salted or smoked other meats,150,80,..,..,409270,1.8,1.38
,,r024,meat -- sausages and meat of sandwiches,840,200,0.4,0.1,409270,1.8,1.38
,,r025,pastry -- cured meats and provisions,360,160,0.2,0.1,409270,1.8,1.38
,,r026,meatdishes,420,290,0.2,0.1,409270,1.8,1.38
,,r027,meat - unspecified,40,30,..,..,409270,1.8,1.38
,,r028,fish,1790,490,0.8,0.2,409270,1.8,1.38
,,r029,fresh -- chilled or frozen fish -- of which:,680,200,0.3,0.1,409270,1.8,1.38
,,r030,codfish,120,50,..,..,409270,1.8,1.38
,,r031,salomonfish,290,110,..,..,409270,1.8,1.38
,,r032,herring,..,..,..,..,409270,1.8,1.38
,,r033,other fish,160,90,..,..,409270,1.8,1.38
,,r034,seafood,370,340,0.2,0.1,409270,1.8,1.38
,,r035,caviar -- roes -- other fishproducts,120,60,..,..,409270,1.8,1.38
,,r036,fish and seafood dishes,630,180,0.3,0.1,409270,1.8,1.38
,,r037,fish and seafood - unspecified,..,..,..,..,409270,1.8,1.38
,,r038,milk -- cheese and eggs,4660,640,2.1,0.3,409270,1.8,1.38
,,r039,milk (fat >=1 --5%),290,80,..,..,409270,1.8,1.38
,,r040,low fat milk (fat <1 --5%),770,180,0.3,0.1,409270,1.8,1.38
,,r041,preserved milk,..,..,..,..,409270,1.8,1.38
,,r042,yoghurt and sour milk,700,150,0.3,0.1,409270,1.8,1.38
,,r043,cream -- sour cream (fat>=29%),280,90,..,..,409270,1.8,1.38
,,r044,cream -- sour cream (fat<29%),280,70,..,..,409270,1.8,1.38
,,r045,cheese (fat >=17%),1320,240,0.6,0.2,409270,1.8,1.38
,,r046,cheese (fat <17%),550,130,0.3,0.1,409270,1.8,1.38
,,r047,eggs,430,80,..,..,409270,1.8,1.38
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,409270,1.8,1.38
,,r049,oils and fats,820,160,0.4,0.1,409270,1.8,1.38
,,r050,butter,360,100,..,..,409270,1.8,1.38
,,r051,margarine (fat>=40%),210,70,..,..,409270,1.8,1.38
,,r052,margarine (fat<40%),70,40,..,..,409270,1.8,1.38
,,r053,olive oil -- cooking oil -- mayonnaise,180,70,..,..,409270,1.8,1.38
,,r054,fruit and berries,2370,350,1.0,0.2,409270,1.8,1.38
,,r055,apples,290,90,..,..,409270,1.8,1.38
,,r056,pears,120,50,..,..,409270,1.8,1.38
,,r057,bananas,330,80,..,..,409270,1.8,1.38
,,r058,citrus fruits,370,110,..,..,409270,1.8,1.38
,,r059,other fresh fruit,300,100,..,..,409270,1.8,1.38
,,r060,dried fruit,380,110,..,..,409270,1.8,1.38
,,r061,berries,390,110,0.2,0.1,409270,1.8,1.38
,,r062,preserved fruit and fruit based products,90,40,..,..,409270,1.8,1.38
,,r063,others fruit and berries,80,50,..,..,409270,1.8,1.38
,,r064,vegetables,3140,460,1.4,0.2,409270,1.8,1.38
,,r065,leaf and stem vegetables,310,80,..,..,409270,1.8,1.38
,,r066,cabbages -- fresh,130,50,..,..,409270,1.8,1.38
,,r067,vegetables cultivated for their fruit -- fresh ,990,220,0.4,0.1,409270,1.8,1.38
,,r068,onion -- leek -- fresh,150,40,..,..,409270,1.8,1.38
,,r069,mashrooms -- fresh,50,30,..,..,409270,1.8,1.38
,,r070,soups -- vegetabledishes,470,120,0.2,0.1,409270,1.8,1.38
,,r071,root crops,190,60,..,..,409270,1.8,1.38
,,r072,potatoes,420,90,..,..,409270,1.8,1.38
,,r073,products of potatoes (french fries -- mashed potatoes),340,100,..,..,409270,1.8,1.38
,,r074,vegetables - unspecified,..,..,..,..,409270,1.8,1.38
,,r075,sugar and sweets,2620,390,1.1,0.2,409270,1.8,1.38
,,r076,sugar -- jam -- honey -- chocolate and confectionery,170,60,..,..,409270,1.8,1.38
,,r077,jams -- marmelade,170,50,..,..,409270,1.8,1.38
,,r078,ice cream,480,160,0.2,0.1,409270,1.8,1.38
,,r079,other suger products,1810,300,0.8,0.1,409270,1.8,1.38
,,r080,sauces -- condiments,410,100,..,..,409270,1.8,1.38
,,r081,salt -- spices and culinary herbs,240,70,..,..,409270,1.8,1.38
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,200,50,..,..,409270,1.8,1.38
,,r083,snacks,300,90,..,..,409270,1.8,1.38
,,r084,unspec provisions,2360,1660,1.1,0.8,409270,1.8,1.38
,,r085,non alcoholic beverages,2100,280,1.0,0.1,409270,1.8,1.38
,,r086,fruit- and vegetable juices,390,100,0.2,0.1,409270,1.8,1.38
,,r087,soft drinks,810,170,0.4,0.1,409270,1.8,1.38
,,r088,mineral or spring waters,230,80,..,..,409270,1.8,1.38
,,r089,coffee,530,130,0.2,0.1,409270,1.8,1.38
,,r090,tee,110,60,..,..,409270,1.8,1.38
,,r091,cacao,40,30,..,..,409270,1.8,1.38
,,r092,dinner out,9440,2200,4.1,0.9,409270,1.8,1.38
,,r093,alcoholic beverages (with low-strength beer),3450,960,1.6,0.5,409270,1.8,1.38
,,r094,tobacco ,2530,1060,1.1,0.5,409270,1.8,1.38
,,r095,consumer goods,4830,1000,1.9,0.4,409270,1.8,1.38
,,r096,personal hygiene,2480,630,1.0,0.2,409270,1.8,1.38
,,r097,other consumption purposes,2350,650,0.9,0.2,409270,1.8,1.38
,,r098,domestic services,6170,2010,2.3,0.7,409270,1.8,1.38
,,r099,childminding,520,330,0.2,0.1,409270,1.8,1.38
,,r100,charge of skill -- other insurance,1220,470,0.5,0.2,409270,1.8,1.38
,,r101,other services,4430,1890,1.6,0.6,409270,1.8,1.38
,,r102,clothing and footwear,11270,3170,4.2,1.1,409270,1.8,1.38
,,r103,clothing,9590,2770,3.5,0.9,409270,1.8,1.38
,,r104, outdoor clothes,2250,1290,0.8,0.4,409270,1.8,1.38
,,r105,other clothes,5420,2090,1.9,0.7,409270,1.8,1.38
,,r106,underwear,1210,610,0.5,0.3,409270,1.8,1.38
,,r107,accessoarer -- hats -- caps -- gloves etc.,340,190,..,..,409270,1.8,1.38
,,r108,footwear,1680,880,0.7,0.4,409270,1.8,1.38
,,r109,housing,68040,5660,30.2,2.5,409270,1.8,1.38
,,r110,actual rentals for housing (incl. garage),35450,4720,17.1,2.6,409270,1.8,1.38
,,r111,reparations,6170,3850,2.0,1.2,409270,1.8,1.38
,,r112,householder´s comprehensive insurance,1600,230,0.7,0.1,409270,1.8,1.38
,,r113,services associates with housing ,3520,1000,1.6,0.5,409270,1.8,1.38
,,r114,electicity -- gas and other fuels ,9170,1670,4.1,0.8,409270,1.8,1.38
,,r115,interests (gross),10340,2910,3.9,1.2,409270,1.8,1.38
,,r116,furnishings -- household equipment and routine maintenance of the house,12350,3120,4.6,0.9,409270,1.8,1.38
,,r117,furniture and furnishings -- carpets and other floor coverings,5060,1420,1.9,0.5,409270,1.8,1.38
,,r118,textile,630,350,0.3,0.2,409270,1.8,1.38
,,r119,household applience,6670,2730,2.4,0.7,409270,1.8,1.38
,,r120,health and hospital services,5020,1930,2.0,0.7,409270,1.8,1.38
,,r121,transport,41410,9270,14.4,2.6,409270,1.8,1.38
,,r122,purchase of new motor-cars,14010,6550,3.9,2.0,409270,1.8,1.38
,,r123,purchase of other vehicles,..,..,..,..,409270,1.8,1.38
,,r124,operation of motor-cars,21010,5500,7.9,1.5,409270,1.8,1.38
,,r125,interests (motorcars - gross) -- licence duty,1460,230,0.6,0.1,409270,1.8,1.38
,,r126,operation of other vehicles,440,270,0.2,0.1,409270,1.8,1.38
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,409270,1.8,1.38
,,r128,services of transport,3400,2030,1.4,0.6,409270,1.8,1.38
,,r129,leisure time and culture,45770,6840,18.6,2.1,409270,1.8,1.38
,,r130,weekend cottage,2870,1580,1.1,0.5,409270,1.8,1.38
,,r131,radio and tv,3560,1330,1.3,0.4,409270,1.8,1.38
,,r132,sport and hobby,2990,1120,1.2,0.5,409270,1.8,1.38
,,r133,watch -- camera -- photographic and cinematographic equipment,1510,1430,..,..,409270,1.8,1.38
,,r134,holidays -- hotels,13120,5430,5.2,1.8,409270,1.8,1.38
,,r135,other spare time,6690,1470,2.8,0.6,409270,1.8,1.38
,,r136,entertainment,1140,610,0.4,0.2,409270,1.8,1.38
,,r137,books -- newspapers -- television taxes,8530,1290,3.7,0.5,409270,1.8,1.38
,,r138,mobiltelephone (callcharge and subscription fee),2440,740,1.0,0.3,409270,1.8,1.38
,,r139,telephone (callcharge and subscription fee),2920,330,1.3,0.1,409270,1.8,1.38
D6,decil 6,r001,total expenditures,283880,15520,100.0,0.0,414740,2.3,1.65
,,r002,food,33120,2580,12.4,1.0,414740,2.3,1.65
,,r003,bread and cereals,5410,580,2.1,0.2,414740,2.3,1.65
,,r004,rice and products of rice -- of which:,270,70,..,..,414740,2.3,1.65
,,r005,rice,120,40,..,..,414740,2.3,1.65
,,r006,products of rice,160,60,..,..,414740,2.3,1.65
,,r007,pasta products,390,80,..,..,414740,2.3,1.65
,,r008,flour -- grain,730,140,0.3,0.1,414740,2.3,1.65
,,r009,bread -- of which:,2290,270,0.9,0.1,414740,2.3,1.65
,,r010,hard bread,330,100,..,..,414740,2.3,1.65
,,r011,soft white bread,600,110,..,..,414740,2.3,1.65
,,r012,soft brown bread,360,80,..,..,414740,2.3,1.65
,,r013,soft light bread,560,140,0.2,0.1,414740,2.3,1.65
,,r014,bread unspecified,450,120,..,..,414740,2.3,1.65
,,r015,pastry-cook products,1730,360,0.7,0.1,414740,2.3,1.65
,,r016,meat,6800,760,2.5,0.3,414740,2.3,1.65
,,r017,fresh -- chilled or frozen meat of bovine animals,800,230,0.3,0.1,414740,2.3,1.65
,,r018,fresh -- chilled or frozen meat of pig,1170,240,0.4,0.1,414740,2.3,1.65
,,r019,fresh -- chilled or frozen meat of sheep and goat,290,170,..,..,414740,2.3,1.65
,,r020,fresh -- chilled or frozen meat of poultry,890,220,0.3,0.1,414740,2.3,1.65
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,414740,2.3,1.65
,,r022,dried -- salted or smoked meat of pig,1370,210,0.5,0.1,414740,2.3,1.65
,,r023,dried -- salted or smoked other meats,230,80,..,..,414740,2.3,1.65
,,r024,meat -- sausages and meat of sandwiches,1040,200,0.4,0.1,414740,2.3,1.65
,,r025,pastry -- cured meats and provisions,330,90,..,..,414740,2.3,1.65
,,r026,meatdishes,420,140,0.2,0.1,414740,2.3,1.65
,,r027,meat - unspecified,250,180,..,..,414740,2.3,1.65
,,r028,fish,2140,380,0.8,0.1,414740,2.3,1.65
,,r029,fresh -- chilled or frozen fish -- of which:,960,210,0.3,0.1,414740,2.3,1.65
,,r030,codfish,190,80,..,..,414740,2.3,1.65
,,r031,salomonfish,390,150,..,..,414740,2.3,1.65
,,r032,herring,..,..,..,..,414740,2.3,1.65
,,r033,other fish,340,100,..,..,414740,2.3,1.65
,,r034,seafood,340,150,..,..,414740,2.3,1.65
,,r035,caviar -- roes -- other fishproducts,80,30,..,..,414740,2.3,1.65
,,r036,fish and seafood dishes,740,180,0.3,0.1,414740,2.3,1.65
,,r037,fish and seafood - unspecified,..,..,..,..,414740,2.3,1.65
,,r038,milk -- cheese and eggs,5630,530,2.2,0.2,414740,2.3,1.65
,,r039,milk (fat >=1 --5%),410,110,..,..,414740,2.3,1.65
,,r040,low fat milk (fat <1 --5%),740,120,0.3,0.1,414740,2.3,1.65
,,r041,preserved milk,..,..,..,..,414740,2.3,1.65
,,r042,yoghurt and sour milk,880,150,0.3,0.1,414740,2.3,1.65
,,r043,cream -- sour cream (fat>=29%),310,60,..,..,414740,2.3,1.65
,,r044,cream -- sour cream (fat<29%),390,80,..,..,414740,2.3,1.65
,,r045,cheese (fat >=17%),1510,330,0.6,0.1,414740,2.3,1.65
,,r046,cheese (fat <17%),810,150,0.3,0.1,414740,2.3,1.65
,,r047,eggs,540,90,..,..,414740,2.3,1.65
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,414740,2.3,1.65
,,r049,oils and fats,990,240,0.4,0.1,414740,2.3,1.65
,,r050,butter,360,100,..,..,414740,2.3,1.65
,,r051,margarine (fat>=40%),270,50,..,..,414740,2.3,1.65
,,r052,margarine (fat<40%),90,30,..,..,414740,2.3,1.65
,,r053,olive oil -- cooking oil -- mayonnaise,270,160,..,..,414740,2.3,1.65
,,r054,fruit and berries,2690,370,1.0,0.1,414740,2.3,1.65
,,r055,apples,360,80,..,..,414740,2.3,1.65
,,r056,pears,100,30,..,..,414740,2.3,1.65
,,r057,bananas,370,70,..,..,414740,2.3,1.65
,,r058,citrus fruits,430,100,..,..,414740,2.3,1.65
,,r059,other fresh fruit,320,100,..,..,414740,2.3,1.65
,,r060,dried fruit,460,110,..,..,414740,2.3,1.65
,,r061,berries,490,130,..,..,414740,2.3,1.65
,,r062,preserved fruit and fruit based products,110,40,..,..,414740,2.3,1.65
,,r063,others fruit and berries,40,30,..,..,414740,2.3,1.65
,,r064,vegetables,3810,440,1.4,0.2,414740,2.3,1.65
