Decile ID,Decile,Good ID,Good,Expenditures,Expenditures -- margin of error,Share,Share of margin of error,Calculated population size,Average number of persons,Average number of consumer units
,,r130,weekend cottage,3030,530,1.2,0.3,4002530,2.1,1.57
,,r131,radio and tv,2950,230,1.0,0.1,4002530,2.1,1.57
,,r132,sport and hobby,7530,1140,2.0,0.3,4002530,2.1,1.57
,,r133,watch -- camera -- photographic and cinematographic equipment,1650,290,0.5,0.1,4002530,2.1,1.57
,,r134,holidays -- hotels,13180,920,3.7,1.2,4002530,2.1,1.57
,,r135,other spare time,9240,800,3.1,0.3,4002530,2.1,1.57
,,r136,entertainment,1610,260,0.5,0.1,4002530,2.1,1.57
,,r137,books -- newspapers -- television taxes,9360,400,3.6,0.2,4002530,2.1,1.57
,,r138,mobiltelephone (callcharge and subscription fee),2600,170,1.0,0.1,4002530,2.1,1.57
,,r139,telephone (callcharge and subscription fee),2810,100,1.2,0.1,4002530,2.1,1.57
